symbol,group,date,gap_pct,max_score_10d,earliest_score4,earliest_score5
TECH,CONTROL,2023-01-03,0.0,4,3.0,
TECH,CONTROL,2023-02-01,0.0,2,,
TECH,CONTROL,2023-03-02,0.0,1,,
TECH,CONTROL,2023-03-30,0.0,1,,
TECH,CONTROL,2023-04-28,0.0,6,10.0,10.0
TECH,CONTROL,2023-05-26,0.0,6,10.0,8.0
TECH,CONTROL,2023-06-27,0.0,1,,
TECH,CONTROL,2023-07-26,0.0,6,10.0,10.0
TECH,CONTROL,2023-08-23,0.0,4,9.0,
TECH,CONTROL,2023-09-21,0.0,1,,
TECH,CONTROL,2023-10-19,0.0,1,,
TECH,CONTROL,2023-11-16,0.0,1,,
TECH,CONTROL,2023-12-15,0.0,5,4.0,3.0
TECH,CONTROL,2024-01-17,0.0,4,10.0,
TECH,CONTROL,2024-02-14,0.0,1,,
TECH,CONTROL,2024-03-14,0.0,6,10.0,10.0
TECH,CONTROL,2024-04-12,0.0,2,,
TECH,CONTROL,2024-05-10,0.0,5,4.0,4.0
TECH,CONTROL,2024-06-10,0.0,5,10.0,10.0
TECH,CONTROL,2024-07-10,0.0,2,,
TECH,CONTROL,2024-08-07,0.0,6,10.0,10.0
USFD,GAP,2024-11-06,5.537070644846431,5,10.0,10.0
USFD,GAP,2025-04-08,4.216965744309431,1,,
USFD,CONTROL,2023-01-03,0.0,4,10.0,
USFD,CONTROL,2023-02-01,0.0,6,10.0,9.0
USFD,CONTROL,2023-03-02,0.0,6,10.0,7.0
USFD,CONTROL,2023-03-30,0.0,1,,
USFD,CONTROL,2023-04-28,0.0,5,10.0,10.0
USFD,CONTROL,2023-05-26,0.0,6,10.0,10.0
USFD,CONTROL,2023-06-27,0.0,6,10.0,10.0
USFD,CONTROL,2023-07-26,0.0,6,10.0,10.0
USFD,CONTROL,2023-08-23,0.0,2,,
USFD,CONTROL,2023-09-21,0.0,0,,
USFD,CONTROL,2023-10-19,0.0,1,,
USFD,CONTROL,2023-11-16,0.0,6,6.0,6.0
UTZ,GAP,2023-03-02,5.092007206966986,1,,
UTZ,GAP,2023-06-13,4.121773626420899,1,,
UTZ,GAP,2023-11-09,9.233304822690869,1,,
UTZ,GAP,2024-08-01,6.873314909598216,1,,
UTZ,GAP,2024-10-31,4.256645223259614,3,,
UTZ,CONTROL,2023-01-03,0.0,2,,
UTZ,CONTROL,2023-02-01,0.0,0,,
UTZ,CONTROL,2023-03-02,0.0,2,,
UTZ,CONTROL,2023-03-30,0.0,4,5.0,
UTZ,CONTROL,2023-04-28,0.0,6,10.0,10.0
UTZ,CONTROL,2023-05-26,0.0,2,,
UTZ,CONTROL,2023-06-27,0.0,1,,
UTZ,CONTROL,2023-07-26,0.0,3,,
UTZ,CONTROL,2023-08-23,0.0,1,,
UTZ,CONTROL,2023-09-21,0.0,1,,
UTZ,CONTROL,2023-10-19,0.0,1,,
UTZ,CONTROL,2023-11-16,0.0,1,,
UTZ,CONTROL,2023-12-15,0.0,5,8.0,7.0
UTZ,CONTROL,2024-01-17,0.0,6,10.0,10.0
UTZ,CONTROL,2024-02-14,0.0,6,10.0,10.0
V,GAP,2024-11-06,4.4427020321006205,6,10.0,10.0
V,CONTROL,2023-01-03,0.0,4,3.0,
V,CONTROL,2023-02-01,0.0,6,10.0,10.0
V,CONTROL,2023-03-02,0.0,5,10.0,10.0
V,CONTROL,2023-03-30,0.0,5,6.0,1.0
V,CONTROL,2023-04-28,0.0,6,10.0,10.0
V,CONTROL,2023-05-26,0.0,5,10.0,7.0
V,CONTROL,2023-06-27,0.0,5,3.0,3.0
V,CONTROL,2023-07-26,0.0,6,10.0,10.0
V,CONTROL,2023-08-23,0.0,5,10.0,10.0
V,CONTROL,2023-09-21,0.0,6,10.0,10.0
V,CONTROL,2023-10-19,0.0,3,,
V,CONTROL,2023-11-16,0.0,6,9.0,7.0
