bucket,events,ema20_gt_ema50,trend_stack,shallow_pullback_8,near_high_5,range_contract_075,range_vs_prior_075,volume_dry_080,volume_expand_110,atr_contract_080,atr_expand_110,higher_lows_2of2,close_gt_ema20,ret60_pct,max_drawdown60_pct,pullback_from_60d_close_high_pct,dist_from_60d_high_pct,ema20_slope10_pct,higher_low_score,range10_pct,range20_pct,range10_vs20,range10_vs_prev20,atr10_vs40,vol10_vs40,up_days20_pct,ret_std10_pct
POWER_15_PLUS,9,1.0,0.7777777777777778,0.8888888888888888,0.3333333333333333,0.8888888888888888,0.6666666666666666,0.2222222222222222,0.3333333333333333,0.0,0.4444444444444444,0.1111111111111111,0.7777777777777778,5.858702352005456,-17.79986095369961,4.654639073393667,6.593744091587105,3.814772276599016,0.7777777777777778,16.48459708282707,26.345837813207577,0.646384226824952,0.7996780124598413,1.0473129044127112,1.0216455500063217,50.0,2.8646370273120976
MID_7_15,5,0.6,0.4,0.6,0.4,0.8,0.6,0.4,0.0,0.0,0.2,0.4,0.4,1.7512722327748826,-16.082568027486065,10.825175574306256,13.443022191253954,1.0204884169078077,1.2,8.795310249166524,21.869217612383828,0.5078221057586306,0.5610918108184524,0.9553729407328015,0.8982487486077542,49.0,2.0294283695992554
SMALL_4_7,19,0.7368421052631579,0.5263157894736842,0.6842105263157895,0.47368421052631576,0.42105263157894735,0.5263157894736842,0.05263157894736842,0.3157894736842105,0.05263157894736842,0.3157894736842105,0.3684210526315789,0.631578947368421,6.676214352457906,-12.52836125191302,7.0628016431897045,8.19687537186022,1.9150342435928762,1.263157894736842,11.097443034137529,14.141473345876,0.802713328936705,0.8625890705623568,1.038283915543296,1.0571647783109934,53.68421052631579,2.2507918278615233
