symbol,status,grade,quality_score,current_price,day_low,breakout_level,ema20_live,ema20_breakout_distance_pct,rs_vs_spy_pct,pct_below_52w_high,breakout_age_days,undercut_vs_breakout_pct,shallow_bonus,headroom_bonus,congestion_score,congestion_status,touched_breakout_today,touched_ema20_today,above_both_now,entry_marker,double_reclaim,reclaim_breakout,reclaim_breakout_only,candle_pattern,candle_side,high_conviction_score,high_conviction_entry,high_conviction_reasons
BL,WATCH_CLUSTER,B,6,32.68,32.09,31.54,31.809,0.852,11.64,45.14,27,1.74,2,0,0,NONE,False,False,True,False,False,False,False,DOJI,NEUTRAL,2,False,RS10+|GRADE_B
ADPT,WATCH_CLUSTER,B,5,24.28,23.94,24.96,24.785,0.702,41.28,9.64,18,-4.09,0,0,1,PRE_BREAKOUT,True,True,False,False,False,False,False,BULL_CANDLE,BULL,4,False,RS20+|GRADE_B|BULL_CANDLE
ARHS,WATCH_CLUSTER,B,5,8.71,8.34,8.895,8.843,0.583,35.21,24.34,20,-6.24,0,0,1,FORMING_NOW,True,True,False,False,False,False,False,STRONG_BULL_CANDLE,BULL,4,False,RS20+|GRADE_B|BULL_CANDLE
LW,WATCH_CLUSTER,B,5,49.89,49.83,53.119,52.653,0.877,16.93,23.31,27,-6.19,0,0,1,PRE_BREAKOUT,True,True,False,False,False,False,False,BEAR_CANDLE,BEAR,2,False,RS10+|GRADE_B
TRU,WATCH_CLUSTER,B,5,79.88,75.18,81.977,82.518,0.659,10.83,15.83,27,-8.29,0,0,1,PRE_BREAKOUT,True,True,False,False,False,False,False,STRONG_BULL_CANDLE,BULL,3,False,RS10+|GRADE_B|BULL_CANDLE
SHC,WATCH_CLUSTER,C,9,18.91,18.81,18.55,18.914,1.964,18.68,4.74,20,1.4,2,1,4,BOTH,False,True,False,False,False,False,False,BEAR_CANDLE,BEAR,3,False,RS10+
MFC,WATCH_CLUSTER,C,8,44.34,44.13,43.764,43.275,1.117,13.11,1.37,27,0.84,2,0,4,BOTH,False,False,True,False,False,False,False,DOJI,NEUTRAL,3,False,RS10+
ELF,WATCH_CLUSTER,C,7,109.71,106.093,102.22,101.163,1.034,118.94,27.34,8,3.79,2,0,3,BOTH,False,False,True,False,False,False,False,BULLISH_ENGULFING,BULL,3,False,RS20+|BULL_CANDLE
BWIN,WATCH_CLUSTER,C,7,30.88,30.54,30.04,30.376,1.119,52.94,5.25,16,1.66,2,1,2,BOTH,False,False,True,False,False,False,False,BEAR_CANDLE,BEAR,2,False,RS20+
HALO,WATCH_CLUSTER,C,7,110.24,109.0,105.11,104.048,1.01,51.73,0.82,11,3.7,2,0,3,BOTH,False,False,True,False,False,False,False,BULL_CANDLE,BULL,4,False,RS20+|BULL_CANDLE
ABNB,WATCH_CLUSTER,C,7,181.93,181.16,178.48,180.351,1.048,33.85,5.96,18,1.5,2,1,2,FORMING_NOW,False,False,True,False,False,False,False,BEAR_CANDLE,BEAR,2,False,RS20+
CRBG,WATCH_CLUSTER,C,7,34.49,34.24,32.47,32.948,1.472,27.12,0.92,21,5.45,2,0,3,BOTH,False,False,True,False,False,False,False,BULL_CANDLE,BULL,4,False,RS20+|BULL_CANDLE
CART,WATCH_CLUSTER,C,7,51.07,50.71,49.21,49.999,1.603,21.39,3.06,19,3.05,2,1,2,BOTH,False,False,True,False,False,False,False,BEARISH_ENGULFING,BEAR,3,False,RS20+
KNTK,WATCH_CLUSTER,C,7,54.44,53.3,52.69,53.519,1.574,20.0,2.96,14,1.16,2,1,2,BOTH,False,True,True,False,False,False,False,BULL_CANDLE,BULL,4,False,RS20+|BULL_CANDLE
FNV,WATCH_CLUSTER,C,7,266.24,263.14,258.75,254.401,1.681,19.59,6.45,9,1.7,2,1,2,BOTH,False,False,True,False,False,False,False,BULL_CANDLE,BULL,2,False,RS10+|BULL_CANDLE
BMEZ,WATCH_CLUSTER,C,7,16.96,16.85,16.29,16.597,1.886,18.56,1.68,11,3.44,2,0,3,BOTH,False,False,True,False,False,False,False,BULL_CANDLE,BULL,3,False,RS10+|BULL_CANDLE
CPAY,WATCH_CLUSTER,C,7,416.23,410.99,412.24,407.021,1.266,17.41,2.63,15,-0.3,2,1,2,BOTH,True,False,True,False,False,True,True,BULL_CANDLE,BULL,5,False,RECLAIM_BREAKOUT|RS10+|BULL_CANDLE
RJF,WATCH_CLUSTER,C,7,178.38,177.27,174.0,176.854,1.64,15.81,2.38,27,1.88,2,1,2,BOTH,False,True,True,False,False,False,False,BEAR_CANDLE,BEAR,2,False,RS10+
MET,WATCH_CLUSTER,C,7,97.6,97.47,97.26,96.152,1.139,13.85,3.3,20,0.22,2,1,2,BOTH,True,False,True,False,False,True,True,BEAR_CANDLE,BEAR,4,False,RECLAIM_BREAKOUT|RS10+
PAGP,WATCH_CLUSTER,C,7,27.91,27.38,27.48,27.162,1.156,13.54,2.75,6,-0.36,2,1,2,BOTH,True,False,True,True,False,True,False,BULL_CANDLE,BULL,5,False,RECLAIM_BREAKOUT|RS10+|BULL_CANDLE
TMP,WATCH_CLUSTER,C,7,99.69,98.06,96.439,97.979,1.597,12.47,2.83,29,1.68,2,1,2,BOTH,False,True,True,False,False,False,False,BULL_CANDLE,BULL,3,False,RS10+|BULL_CANDLE
GABC,WATCH_CLUSTER,C,7,49.99,49.33,49.087,49.761,1.374,11.21,3.7,27,0.5,2,1,2,BOTH,False,True,True,False,False,False,False,BULLISH_ENGULFING,BULL,3,False,RS10+|BULL_CANDLE
OCSL,WATCH_CLUSTER,C,7,13.05,13.05,12.79,12.935,1.133,10.25,2.1,19,2.03,2,1,2,BOTH,False,False,True,False,False,False,False,BEAR_CANDLE,BEAR,2,False,RS10+
FCF,WATCH_CLUSTER,C,7,21.35,21.14,21.27,21.047,1.05,10.07,3.8,26,-0.61,1,1,3,BOTH,True,False,True,False,False,True,True,BULL_CANDLE,BULL,5,False,RECLAIM_BREAKOUT|RS10+|BULL_CANDLE
NCNO,WATCH_CLUSTER,C,6,23.11,22.93,21.685,21.457,1.05,52.51,27.61,5,5.74,2,0,2,BOTH,False,False,True,False,False,False,False,BEAR_CANDLE,BEAR,2,False,RS20+
GO,WATCH_CLUSTER,C,6,12.37,12.21,11.65,11.511,1.194,42.12,32.9,8,4.81,2,0,2,BOTH,False,False,True,False,False,False,False,SHOOTING_STAR_BULL_BODY,BULL,3,False,RS20+|BULL_CANDLE
LNC,WATCH_CLUSTER,C,6,45.47,45.15,43.06,43.801,1.721,30.01,4.62,25,4.85,2,1,1,PRE_BREAKOUT,False,False,True,False,False,False,False,SHOOTING_STAR_BULL_BODY,BULL,4,False,RS20+|BULL_CANDLE
CMBT,WATCH_CLUSTER,C,6,19.485,19.3,17.58,17.87,1.648,29.45,-2.34,11,9.78,2,0,2,BOTH,False,False,True,False,False,False,False,BULL_CANDLE,BULL,4,False,RS20+|BULL_CANDLE
BOX,WATCH_CLUSTER,C,6,35.17,34.73,33.26,33.815,1.668,29.43,3.22,18,4.42,2,1,1,PRE_BREAKOUT,False,False,True,False,False,False,False,BEAR_CANDLE,BEAR,3,False,RS20+
EQH,WATCH_CLUSTER,C,6,52.97,52.62,49.715,50.585,1.75,28.26,1.37,21,5.84,2,0,2,PRE_BREAKOUT,False,False,True,False,False,False,False,SHOOTING_STAR_BULL_BODY,BULL,4,False,RS20+|BULL_CANDLE
REGN,WATCH_CLUSTER,C,6,827.69,825.83,821.02,807.536,1.642,28.02,3.68,11,0.59,2,1,1,PRE_BREAKOUT,False,False,True,False,False,False,False,STRONG_BEAR_CANDLE,BEAR,3,False,RS20+
TPG,WATCH_CLUSTER,C,6,52.67,51.99,50.801,51.651,1.673,26.87,22.35,15,2.34,2,0,2,FORMING_NOW,False,False,True,False,False,False,False,BULL_CANDLE,BULL,3,False,RS20+|BULL_CANDLE
GLIBA,WATCH_CLUSTER,C,6,26.705,26.48,25.8,26.116,1.224,20.79,36.22,15,2.64,2,0,2,BOTH,False,False,True,False,False,False,False,SHOOTING_STAR_BULL_BODY,BULL,3,False,RS20+|BULL_CANDLE
IDT,WATCH_CLUSTER,C,6,68.88,67.49,66.59,67.665,1.614,20.59,1.56,27,1.35,2,0,2,BOTH,False,True,True,False,False,False,False,DOJI,NEUTRAL,3,False,RS20+
PR,WATCH_CLUSTER,C,6,23.35,23.2,23.17,22.76,1.77,20.46,3.07,10,0.13,2,1,1,FORMING_NOW,True,False,True,False,False,True,True,BEAR_CANDLE,BEAR,5,False,RECLAIM_BREAKOUT|RS20+
LNG,WATCH_CLUSTER,C,6,291.99,286.82,284.52,280.569,1.389,20.14,2.52,3,0.81,2,1,1,PRE_BREAKOUT,False,False,True,False,False,False,False,BULL_CANDLE,BULL,4,False,RS20+|BULL_CANDLE
VRTX,WATCH_CLUSTER,C,6,546.25,544.48,546.17,536.124,1.839,19.86,2.5,11,-0.31,2,1,1,FORMING_NOW,True,False,True,False,False,True,True,SHOOTING_STAR,BEAR,4,False,RECLAIM_BREAKOUT|RS10+
NWG,WATCH_CLUSTER,C,6,18.935,18.855,18.28,18.584,1.661,19.56,1.43,24,3.14,2,0,2,BOTH,False,False,True,False,False,False,False,BULL_CANDLE,BULL,3,False,RS10+|BULL_CANDLE
FSK,WATCH_CLUSTER,C,6,12.43,12.22,11.94,12.071,1.096,18.49,18.67,19,2.35,2,0,2,FORMING_NOW,False,False,True,False,False,False,False,BULL_CANDLE,BULL,2,False,RS10+|BULL_CANDLE
COR,WATCH_CLUSTER,C,6,330.95,330.201,328.353,323.594,1.449,18.17,11.82,17,0.56,2,0,2,BOTH,False,False,True,False,False,False,False,BEAR_CANDLE,BEAR,1,False,RS10+
IFF,WATCH_CLUSTER,C,6,86.36,85.46,83.83,85.042,1.445,16.52,3.31,21,1.94,2,1,1,FORMING_NOW,False,False,True,False,False,False,False,BULL_CANDLE,BULL,3,False,RS10+|BULL_CANDLE
CNO,WATCH_CLUSTER,C,6,56.74,55.78,54.09,54.907,1.511,16.48,1.48,24,3.12,2,0,2,BOTH,False,False,True,False,False,False,False,BULL_CANDLE,BULL,3,False,RS10+|BULL_CANDLE
NVST,WATCH_CLUSTER,C,6,27.275,27.015,27.9,27.393,1.817,15.69,10.34,26,-3.17,0,0,4,BOTH,True,True,False,False,False,False,False,DOJI,NEUTRAL,1,False,RS10+
CTSH,WATCH_CLUSTER,C,6,62.315,62.3,59.74,60.739,1.672,15.41,27.1,11,4.29,2,0,2,BOTH,False,False,True,False,False,False,False,STRONG_BEAR_CANDLE,BEAR,1,False,RS10+
GSBD,WATCH_CLUSTER,C,6,9.96,9.85,9.97,9.822,1.484,14.2,4.0,7,-1.21,0,1,3,BOTH,True,False,False,False,False,False,False,BULL_CANDLE,BULL,3,False,RS10+|BULL_CANDLE
PJT,WATCH_CLUSTER,C,6,182.69,181.04,179.74,176.82,1.625,13.97,6.17,4,0.72,2,1,1,PRE_BREAKOUT,False,False,True,False,False,False,False,BEAR_CANDLE,BEAR,1,False,RS10+
JOYY,WATCH_CLUSTER,C,6,75.02,74.47,73.17,74.139,1.324,13.74,7.27,29,1.78,2,1,1,PRE_BREAKOUT,False,False,True,False,False,False,False,BULL_CANDLE,BULL,2,False,RS10+|BULL_CANDLE
ARGX,WATCH_CLUSTER,C,6,1033.66,1031.19,1009.745,997.636,1.199,13.58,3.64,11,2.12,2,1,1,FORMING_NOW,False,False,True,False,False,False,False,BEAR_CANDLE,BEAR,2,False,RS10+
LYG,WATCH_CLUSTER,C,6,6.075,6.041,6.097,6.015,1.358,13.57,2.8,25,-0.92,1,1,2,BOTH,True,False,False,False,False,False,False,BULL_CANDLE,BULL,3,False,RS10+|BULL_CANDLE
COP,WATCH_CLUSTER,C,6,134.28,132.57,132.38,130.126,1.703,13.01,2.28,10,0.14,2,1,1,FORMING_NOW,True,False,True,False,False,True,True,BEAR_CANDLE,BEAR,4,False,RECLAIM_BREAKOUT|RS10+
RPRX,WATCH_CLUSTER,C,6,63.99,63.43,60.42,61.185,1.266,12.61,-0.08,11,4.98,2,0,2,BOTH,False,False,True,False,False,False,False,BULL_CANDLE,BULL,3,False,RS10+|BULL_CANDLE
UL,WATCH_CLUSTER,C,6,64.2,64.13,63.238,63.886,1.025,11.75,12.16,27,1.41,2,0,2,BOTH,False,False,True,False,False,False,False,DOJI,NEUTRAL,1,False,RS10+
AVAH,WATCH_CLUSTER,C,5,13.58,13.49,12.76,12.605,1.213,100.91,3.0,11,5.72,2,1,0,NONE,False,False,True,False,False,False,False,SHOOTING_STAR_BULL_BODY,BULL,4,False,RS20+|BULL_CANDLE
LILA,WATCH_CLUSTER,C,5,8.51,8.5,8.585,8.473,1.309,63.31,4.38,20,-0.99,1,1,1,FORMING_NOW,True,False,False,False,False,False,False,BEAR_CANDLE,BEAR,3,False,RS20+
VEEV,WATCH_CLUSTER,C,5,275.09,273.61,253.49,257.225,1.473,56.98,11.4,5,7.94,2,0,1,PRE_BREAKOUT,False,False,True,False,False,False,False,BEAR_CANDLE,BEAR,2,False,RS20+
WK,WATCH_CLUSTER,C,5,76.66,75.58,74.64,73.325,1.761,53.65,21.05,11,1.26,2,0,1,PRE_BREAKOUT,False,False,True,False,False,False,False,BEAR_CANDLE,BEAR,2,False,RS20+
VLO,WATCH_CLUSTER,C,5,370.68,360.31,353.0,346.745,1.772,43.07,1.18,3,2.07,2,0,1,PRE_BREAKOUT,False,False,True,False,False,False,False,HAMMER,BULL,4,False,RS20+|BULL_CANDLE
RDVT,WATCH_CLUSTER,C,5,76.35,74.01,72.81,71.543,1.741,41.78,1.31,15,1.65,2,0,1,PRE_BREAKOUT,False,False,True,False,False,False,False,HAMMER,BULL,4,False,RS20+|BULL_CANDLE
OKTA,WATCH_CLUSTER,C,5,170.55,167.56,157.0,154.49,1.599,41.27,2.46,5,6.73,2,1,0,NONE,False,False,True,False,False,False,False,BULL_CANDLE,BULL,4,False,RS20+|BULL_CANDLE
OII,WATCH_CLUSTER,C,5,51.41,50.99,51.48,50.821,1.281,36.0,5.24,29,-0.95,1,1,1,PRE_BREAKOUT,True,False,False,False,False,False,False,DOJI,NEUTRAL,2,False,RS20+
GEF,WATCH_CLUSTER,C,5,85.0,84.71,83.39,84.981,1.908,32.46,6.15,26,1.58,2,1,0,NONE,False,True,True,False,False,False,False,SHOOTING_STAR_BULL_BODY,BULL,3,False,RS20+|BULL_CANDLE
FTDR,WATCH_CLUSTER,C,5,82.53,81.36,80.73,81.757,1.273,27.3,11.67,20,0.78,2,0,1,PRE_BREAKOUT,False,True,True,False,False,False,False,BULL_CANDLE,BULL,3,False,RS20+|BULL_CANDLE
AVNT,WATCH_CLUSTER,C,5,43.41,42.44,43.96,43.284,1.538,26.48,6.93,19,-3.46,0,1,2,FORMING_NOW,True,True,False,False,False,False,False,BULL_CANDLE,BULL,3,False,RS20+|BULL_CANDLE
NMM,WATCH_CLUSTER,C,5,92.07,91.17,87.66,86.485,1.341,26.16,0.51,9,4.0,2,0,1,FORMING_NOW,False,False,True,False,False,False,False,BULLISH_ENGULFING,BULL,4,False,RS20+|BULL_CANDLE
BWLP,WATCH_CLUSTER,C,5,24.83,24.61,23.89,23.636,1.062,22.59,2.53,9,3.01,2,1,0,NONE,False,False,True,False,False,False,False,BULL_CANDLE,BULL,4,False,RS20+|BULL_CANDLE
GSL,WATCH_CLUSTER,C,5,46.41,46.07,44.8,43.994,1.799,21.11,-0.89,7,2.83,2,0,1,FORMING_NOW,False,False,True,False,False,False,False,BULL_CANDLE,BULL,4,False,RS20+|BULL_CANDLE
FLR,WATCH_CLUSTER,C,5,56.14,55.01,54.79,53.884,1.654,15.65,3.79,19,0.4,2,1,0,NONE,False,False,True,False,False,False,False,BEAR_CANDLE,BEAR,2,False,RS10+
UBS,WATCH_CLUSTER,C,5,55.41,55.07,55.15,54.227,1.673,15.48,1.03,3,-0.15,2,0,1,PRE_BREAKOUT,True,False,True,True,False,True,False,BULL_CANDLE,BULL,5,False,RECLAIM_BREAKOUT|RS10+|BULL_CANDLE
APA,WATCH_CLUSTER,C,5,42.77,42.73,42.39,41.904,1.147,15.39,5.23,11,0.8,2,1,0,NONE,False,False,True,False,False,False,False,STRONG_BEAR_CANDLE,BEAR,1,False,RS10+
CVE,WATCH_CLUSTER,C,5,32.375,32.01,32.16,31.576,1.816,12.98,3.07,12,-0.47,2,1,0,NONE,True,False,True,True,False,True,False,BULL_CANDLE,BULL,5,False,RECLAIM_BREAKOUT|RS10+|BULL_CANDLE
FMBH,WATCH_CLUSTER,C,5,51.33,50.775,51.392,50.617,1.507,12.18,3.32,27,-1.2,0,1,2,BOTH,True,False,False,False,False,False,False,BULL_CANDLE,BULL,3,False,RS10+|BULL_CANDLE
BULL,WATCH_CLUSTER,C,4,9.735,9.56,8.7,8.81,1.26,71.45,39.31,10,9.89,2,0,0,NONE,False,False,True,False,False,False,False,DOJI,NEUTRAL,2,False,RS20+
ELVN,WATCH_CLUSTER,C,4,59.27,58.965,59.72,58.72,1.675,68.37,4.89,22,-1.26,0,1,1,PRE_BREAKOUT,True,False,False,False,False,False,False,BEAR_CANDLE,BEAR,3,False,RS20+
NAT,WATCH_CLUSTER,C,4,7.235,7.02,6.94,6.818,1.761,37.63,-0.49,11,1.15,2,0,0,NONE,False,False,True,False,False,False,False,BULLISH_ENGULFING,BULL,4,False,RS20+|BULL_CANDLE
EXK,WATCH_CLUSTER,C,4,11.125,10.97,10.3,10.495,1.896,36.68,26.57,17,6.5,2,0,0,NONE,False,False,True,False,False,False,False,BEAR_CANDLE,BEAR,2,False,RS20+
FRO,WATCH_CLUSTER,C,4,46.13,45.68,43.89,43.12,1.754,34.49,-0.39,11,4.08,2,0,0,NONE,False,False,True,False,False,False,False,SHOOTING_STAR_BULL_BODY,BULL,4,False,RS20+|BULL_CANDLE
TNK,WATCH_CLUSTER,C,4,93.38,91.99,86.2,87.275,1.247,27.37,1.12,13,6.72,2,0,0,NONE,False,False,True,False,False,False,False,BULL_CANDLE,BULL,4,False,RS20+|BULL_CANDLE
CMG,WATCH_CLUSTER,C,4,36.945,36.835,37.09,36.362,1.963,23.53,13.72,25,-0.69,1,0,1,PRE_BREAKOUT,True,False,False,False,False,False,False,BEAR_CANDLE,BEAR,2,False,RS20+
WF,WATCH_CLUSTER,C,4,74.89,73.11,70.96,71.985,1.445,21.26,11.59,19,3.03,2,0,0,NONE,False,False,True,False,False,False,False,STRONG_BULL_CANDLE,BULL,3,False,RS20+|BULL_CANDLE
ROP,WATCH_CLUSTER,C,4,407.22,405.57,401.24,408.818,1.889,20.51,22.49,26,1.08,2,0,0,NONE,False,True,False,False,False,False,False,STRONG_BEAR_CANDLE,BEAR,2,False,RS20+
ADMA,WATCH_CLUSTER,C,4,9.615,9.39,9.33,9.479,1.596,18.25,53.0,20,0.64,2,0,0,NONE,False,True,True,False,False,False,False,STRONG_BULL_CANDLE,BULL,2,False,RS10+|BULL_CANDLE
BX,WATCH_CLUSTER,C,4,136.12,134.395,141.71,139.298,1.702,16.82,25.49,17,-5.16,0,0,2,BOTH,True,True,False,False,False,False,False,BULL_CANDLE,BULL,2,False,RS10+|BULL_CANDLE
TK,WATCH_CLUSTER,C,4,13.625,13.39,13.0,12.794,1.582,15.48,0.55,11,3.0,2,0,0,NONE,False,False,True,False,False,False,False,BULL_CANDLE,BULL,3,False,RS10+|BULL_CANDLE
WES,WATCH_CLUSTER,C,4,49.545,48.62,49.17,48.307,1.755,11.51,1.05,12,-1.12,0,0,2,BOTH,True,False,True,True,False,True,False,BULL_CANDLE,BULL,5,False,RECLAIM_BREAKOUT|RS10+|BULL_CANDLE
MRSH,WATCH_CLUSTER,C,4,185.73,185.4,192.38,188.943,1.787,10.51,9.21,26,-3.63,0,0,2,BOTH,True,True,False,False,False,False,False,BEAR_CANDLE,BEAR,1,False,RS10+
DHR,WATCH_CLUSTER,C,4,207.59,205.23,212.19,209.049,1.48,10.48,14.14,10,-3.28,0,0,2,BOTH,True,True,False,False,False,False,False,BULL_CANDLE,BULL,2,False,RS10+|BULL_CANDLE
ATHM,WATCH_CLUSTER,C,3,22.0,21.64,22.39,22.126,1.179,35.47,23.84,27,-3.35,0,0,1,PRE_BREAKOUT,True,True,False,False,False,False,False,BULL_CANDLE,BULL,3,False,RS20+|BULL_CANDLE
MHK,WATCH_CLUSTER,C,3,133.63,131.36,133.35,130.689,1.995,27.53,6.64,22,-1.49,0,1,0,NONE,True,False,True,True,False,True,False,BULL_CANDLE,BULL,5,False,RECLAIM_BREAKOUT|RS20+|BULL_CANDLE
AORT,WATCH_CLUSTER,C,3,25.58,25.18,26.38,26.819,1.664,24.75,46.98,27,-4.55,0,0,1,PRE_BREAKOUT,True,True,False,False,False,False,False,BULL_CANDLE,BULL,3,False,RS20+|BULL_CANDLE
TRUP,WATCH_CLUSTER,C,3,27.79,27.57,29.54,28.973,1.919,23.93,40.85,17,-6.67,0,0,1,FORMING_NOW,True,True,False,False,False,False,False,BEAR_CANDLE,BEAR,2,False,RS20+
LPLA,WATCH_CLUSTER,C,3,359.28,353.49,364.708,359.516,1.423,22.25,9.96,18,-3.08,0,0,1,FORMING_NOW,True,True,False,False,False,False,False,STRONG_BULL_CANDLE,BULL,3,False,RS20+|BULL_CANDLE
ICUI,WATCH_CLUSTER,C,3,167.48,164.8,176.27,173.973,1.303,20.21,13.16,19,-6.51,0,0,1,FORMING_NOW,True,True,False,False,False,False,False,STRONG_BULL_CANDLE,BULL,3,False,RS20+|BULL_CANDLE
AJG,WATCH_CLUSTER,C,3,262.58,261.97,265.38,260.411,1.873,19.1,15.5,26,-1.28,0,0,1,PRE_BREAKOUT,True,False,False,False,False,False,False,SHOOTING_STAR,BEAR,1,False,RS10+
AMCR,WATCH_CLUSTER,C,3,45.14,44.865,47.24,46.323,1.941,16.0,8.73,21,-5.03,0,0,1,FORMING_NOW,True,True,False,False,False,False,False,SHOOTING_STAR_BULL_BODY,BULL,2,False,RS10+|BULL_CANDLE
SLG,WATCH_CLUSTER,C,3,55.56,54.345,57.05,56.105,1.656,15.15,12.42,15,-4.74,0,0,1,PRE_BREAKOUT,True,True,False,False,False,False,False,BULL_CANDLE,BULL,2,False,RS10+|BULL_CANDLE
VAC,WATCH_CLUSTER,C,2,106.645,99.6,105.97,108.027,1.941,16.78,18.8,20,-6.01,0,0,0,NONE,True,True,False,False,False,False,False,STRONG_BULL_CANDLE,BULL,2,False,RS10+|BULL_CANDLE
EHC,WATCH_CLUSTER,D,6,121.78,121.53,117.17,120.435,2.786,14.92,4.49,20,3.72,2,1,3,BOTH,False,False,True,False,False,False,False,SHOOTING_STAR_BULL_BODY,BULL,3,False,RS10+|BULL_CANDLE
UGI,WATCH_CLUSTER,D,6,37.95,37.61,37.62,37.473,0.39,7.69,6.26,12,-0.03,2,1,3,BOTH,True,False,True,True,False,True,False,STRONG_BULL_CANDLE,BULL,3,False,RECLAIM_BREAKOUT|BULL_CANDLE
KT,WATCH_CLUSTER,D,6,19.805,19.66,19.37,19.253,0.603,6.91,19.43,6,1.5,2,0,4,BOTH,False,False,True,False,False,False,False,DOJI,NEUTRAL,0,False,
STEW,WATCH_CLUSTER,D,6,18.47,18.46,18.33,18.482,0.829,4.52,3.04,27,0.71,2,1,3,BOTH,False,True,False,False,False,False,False,DOJI,NEUTRAL,1,False,
CRL,WATCH_CLUSTER,D,5,288.55,285.34,277.07,282.849,2.086,56.73,4.87,17,2.98,2,1,2,BOTH,False,False,True,False,False,False,False,DOJI,NEUTRAL,3,False,RS20+
RVTY,WATCH_CLUSTER,D,5,130.21,129.56,126.9,124.072,2.229,30.06,2.1,5,2.1,2,1,2,BOTH,False,False,True,False,False,False,False,DOJI,NEUTRAL,3,False,RS20+
MTG,WATCH_CLUSTER,D,5,31.01,30.94,30.054,30.807,2.507,19.84,2.22,27,2.95,2,1,2,BOTH,False,False,True,False,False,False,False,BEAR_CANDLE,BEAR,2,False,RS10+
ATKR,WATCH_CLUSTER,D,5,93.78,93.67,89.843,91.94,2.335,14.36,0.19,23,4.26,2,0,3,BOTH,False,False,True,False,False,False,False,BULL_CANDLE,BULL,3,False,RS10+|BULL_CANDLE
CHCO,WATCH_CLUSTER,D,5,145.57,143.85,140.27,144.018,2.672,13.18,2.3,28,2.55,2,1,2,BOTH,False,True,True,False,False,False,False,BULL_CANDLE,BULL,3,False,RS10+|BULL_CANDLE
RNW,WATCH_CLUSTER,D,5,6.88,6.82,6.59,6.725,2.042,11.52,16.5,17,3.49,2,0,3,BOTH,False,False,True,False,False,False,False,BULL_CANDLE,BULL,2,False,RS10+|BULL_CANDLE
CVX,WATCH_CLUSTER,D,5,208.56,207.12,201.918,202.523,0.3,9.93,2.18,12,2.58,2,1,2,BOTH,False,False,True,False,False,False,False,BEAR_CANDLE,BEAR,1,False,
AGM-A,WATCH_CLUSTER,D,5,156.0,156.0,154.28,156.839,1.658,9.85,11.36,23,1.11,2,0,3,BOTH,False,True,False,False,False,False,False,DOJI,NEUTRAL,0,False,
BUSE,WATCH_CLUSTER,D,5,30.66,30.55,30.4,30.419,0.063,9.77,3.28,26,0.49,2,1,2,BOTH,False,False,True,False,False,False,False,BULL_CANDLE,BULL,2,False,BULL_CANDLE
QSR,WATCH_CLUSTER,D,5,80.18,79.75,78.61,78.131,0.61,8.97,2.08,10,1.45,2,1,2,BOTH,False,False,True,False,False,False,False,SHOOTING_STAR_BULL_BODY,BULL,2,False,BULL_CANDLE
PFE,WATCH_CLUSTER,D,5,28.445,28.38,27.4,27.75,1.278,8.76,2.62,11,3.58,2,1,2,BOTH,False,False,True,False,False,False,False,BEAR_CANDLE,BEAR,1,False,
TRIN,WATCH_CLUSTER,D,5,18.22,18.18,18.077,18.268,1.059,8.73,3.57,18,0.57,2,1,2,BOTH,False,True,False,False,False,False,False,BEAR_CANDLE,BEAR,1,False,
GLP,WATCH_CLUSTER,D,5,52.75,51.78,52.01,50.802,2.322,6.72,0.15,1,-0.44,2,0,3,BOTH,True,False,True,False,False,True,True,BULL_CANDLE,BULL,4,False,RECLAIM_BREAKOUT|BULL_CANDLE
ETG,WATCH_CLUSTER,D,5,24.09,23.99,23.744,24.03,1.204,6.3,1.99,22,1.03,2,0,3,BOTH,False,True,True,False,False,False,False,BULL_CANDLE,BULL,2,False,BULL_CANDLE
FLNG,WATCH_CLUSTER,D,5,31.51,31.17,30.942,30.681,0.845,6.02,2.97,11,0.74,2,1,2,BOTH,False,False,True,False,False,False,False,BULL_CANDLE,BULL,2,False,BULL_CANDLE
WBD,WATCH_CLUSTER,D,5,28.26,28.21,28.18,28.101,0.279,5.31,5.8,12,0.11,2,1,2,BOTH,True,False,True,False,False,True,True,BEAR_CANDLE,BEAR,2,False,RECLAIM_BREAKOUT
EXE,WATCH_CLUSTER,D,5,97.93,97.285,94.94,96.557,1.703,4.62,21.3,18,2.47,2,0,3,BOTH,False,False,True,False,False,False,False,BEAR_CANDLE,BEAR,0,False,
FCNCA,WATCH_CLUSTER,D,5,2208.22,2189.8,2175.556,2185.759,0.469,4.13,3.74,30,0.65,2,1,2,BOTH,False,True,True,False,False,False,False,BULL_CANDLE,BULL,2,False,BULL_CANDLE
MAN,WATCH_CLUSTER,D,4,61.91,59.25,57.94,59.589,2.846,89.28,3.08,15,2.26,2,1,1,PRE_BREAKOUT,False,True,True,False,False,False,False,BULL_CANDLE,BULL,4,False,RS20+|BULL_CANDLE
RDNT,WATCH_CLUSTER,D,4,73.68,73.36,72.385,74.043,2.291,33.2,14.17,18,1.35,2,0,2,BOTH,False,True,False,False,False,False,False,DOJI,NEUTRAL,2,False,RS20+
JHX,WATCH_CLUSTER,D,4,30.39,29.41,28.65,29.451,2.796,31.73,3.09,19,2.65,2,1,1,PRE_BREAKOUT,False,True,True,False,False,False,False,STRONG_BULL_CANDLE,BULL,4,False,RS20+|BULL_CANDLE
