symbol,status,grade,quality_score,current_price,day_low,breakout_level,ema20_live,ema20_breakout_distance_pct,rs_vs_spy_pct,pct_below_52w_high,breakout_age_days,undercut_vs_breakout_pct,shallow_bonus,headroom_bonus,congestion_score,congestion_status,touched_breakout_today,touched_ema20_today,above_both_now,entry_marker,double_reclaim,reclaim_breakout,reclaim_breakout_only,candle_pattern,candle_side,high_conviction_score,high_conviction_entry,high_conviction_reasons
HBT,WATCH_CLUSTER,D,4,36.555,36.115,36.78,35.783,2.711,24.77,2.55,15,-1.81,0,1,3,BOTH,True,False,False,False,False,False,False,BULLISH_ENGULFING,BULL,4,False,RS20+|BULL_CANDLE
LB,WATCH_CLUSTER,D,4,86.52,84.15,82.378,84.202,2.214,20.89,5.51,17,2.15,2,1,1,FORMING_NOW,False,True,True,False,False,False,False,STRONG_BULL_CANDLE,BULL,3,False,RS20+|BULL_CANDLE
SSNC,WATCH_CLUSTER,D,4,83.65,82.23,79.711,81.464,2.199,17.7,5.98,22,3.16,2,1,1,FORMING_NOW,False,False,True,False,False,False,False,BULL_CANDLE,BULL,2,False,RS10+|BULL_CANDLE
OSBC,WATCH_CLUSTER,D,4,25.72,25.5,24.761,25.307,2.205,17.24,1.3,27,2.98,2,0,2,BOTH,False,False,True,False,False,False,False,BULL_CANDLE,BULL,3,False,RS10+|BULL_CANDLE
SONY,WATCH_CLUSTER,D,4,24.56,24.55,23.98,24.027,0.198,9.81,19.05,14,2.38,2,0,2,BOTH,False,False,True,False,False,False,False,STRONG_BEAR_CANDLE,BEAR,0,False,
AIZ,WATCH_CLUSTER,D,4,285.64,284.665,283.763,283.351,0.145,9.33,5.73,21,0.32,2,1,1,PRE_BREAKOUT,False,False,True,False,False,False,False,BULL_CANDLE,BULL,1,False,BULL_CANDLE
CCEP,WATCH_CLUSTER,D,4,105.8,105.58,109.5,107.731,1.615,9.29,6.92,27,-3.58,0,1,3,BOTH,True,True,False,False,False,False,False,STRONG_BEAR_CANDLE,BEAR,0,False,
CNX,WATCH_CLUSTER,D,4,37.49,37.17,37.05,36.356,1.874,9.22,14.05,2,0.32,2,0,2,PRE_BREAKOUT,False,False,True,False,False,False,False,BEAR_CANDLE,BEAR,0,False,
DMLP,WATCH_CLUSTER,D,4,29.17,29.025,28.61,28.36,0.874,8.89,1.45,9,1.45,2,0,2,FORMING_NOW,False,False,True,False,False,False,False,BULL_CANDLE,BULL,2,False,BULL_CANDLE
SAIC,WATCH_CLUSTER,D,4,126.7,123.88,123.01,125.773,2.247,8.77,11.19,20,0.71,2,0,2,PRE_BREAKOUT,False,True,True,False,False,False,False,BULL_CANDLE,BULL,1,False,BULL_CANDLE
QCRH,WATCH_CLUSTER,D,4,102.61,102.0,101.83,101.641,0.186,7.43,5.09,27,0.17,2,1,1,PRE_BREAKOUT,True,False,True,False,False,True,True,BULL_CANDLE,BULL,3,False,RECLAIM_BREAKOUT|BULL_CANDLE
SHEL,WATCH_CLUSTER,D,4,92.95,92.16,89.981,91.311,1.478,7.41,1.85,24,2.42,2,0,2,BOTH,False,False,True,False,False,False,False,DOJI,NEUTRAL,1,False,
DVN,WATCH_CLUSTER,D,4,48.07,47.45,46.916,47.311,0.841,6.94,8.15,13,1.14,2,0,2,BOTH,False,False,True,False,False,False,False,BEAR_CANDLE,BEAR,0,False,
ARCC,WATCH_CLUSTER,D,4,20.03,19.94,19.72,19.83,0.56,6.94,1.93,19,1.12,2,0,2,BOTH,False,False,True,False,False,False,False,BULL_CANDLE,BULL,2,False,BULL_CANDLE
NWS,WATCH_CLUSTER,D,4,33.9,33.835,33.14,33.943,2.424,6.3,5.2,20,2.1,2,1,1,PRE_BREAKOUT,False,True,False,False,False,False,False,STRONG_BEAR_CANDLE,BEAR,0,False,
NRP,WATCH_CLUSTER,D,4,113.5,112.5,107.49,108.277,0.732,5.97,10.05,7,4.66,2,0,2,BOTH,False,False,True,False,False,False,False,DOJI,NEUTRAL,0,False,
PBI-PB,WATCH_CLUSTER,D,4,21.75,21.66,21.471,21.274,0.916,4.89,0.5,9,0.88,2,0,2,BOTH,False,False,True,False,False,False,False,BULLISH_ENGULFING,BULL,2,False,BULL_CANDLE
ETV,WATCH_CLUSTER,D,4,15.33,15.24,15.3,15.163,0.893,3.77,1.03,4,-0.39,2,0,2,PRE_BREAKOUT,True,False,True,False,False,True,True,BULLISH_ENGULFING,BULL,4,False,RECLAIM_BREAKOUT|BULL_CANDLE
ALC,WATCH_CLUSTER,D,4,70.505,70.48,73.73,72.051,2.278,3.14,19.16,17,-4.41,0,0,4,BOTH,True,True,False,False,False,False,False,BEAR_CANDLE,BEAR,0,False,
ALVO,WATCH_CLUSTER,D,3,5.325,5.205,4.595,4.71,2.513,48.04,42.43,8,13.28,2,0,1,PRE_BREAKOUT,False,False,True,False,False,False,False,DOJI,NEUTRAL,2,False,RS20+
GTM,WATCH_CLUSTER,D,3,4.135,3.935,3.88,3.96,2.059,36.37,66.95,20,1.42,2,0,1,FORMING_NOW,False,True,True,False,False,False,False,BULL_CANDLE,BULL,3,False,RS20+|BULL_CANDLE
LAD,WATCH_CLUSTER,D,3,386.96,376.99,360.567,371.19,2.946,31.83,11.79,26,4.55,2,0,1,PRE_BREAKOUT,False,False,True,False,False,False,False,STRONG_BULL_CANDLE,BULL,3,False,RS20+|BULL_CANDLE
INSM,WATCH_CLUSTER,D,3,126.31,125.62,119.54,122.848,2.767,31.67,40.63,20,5.09,2,0,1,PRE_BREAKOUT,False,False,True,False,False,False,False,SHOOTING_STAR_BULL_BODY,BULL,3,False,RS20+|BULL_CANDLE
IMAX,WATCH_CLUSTER,D,3,51.65,51.63,52.62,51.177,2.742,30.15,7.05,15,-1.88,0,1,2,BOTH,True,False,False,False,False,False,False,BEAR_CANDLE,BEAR,2,False,RS20+
PCVX,WATCH_CLUSTER,D,3,61.2,59.645,61.77,60.22,2.509,26.84,5.85,11,-3.44,0,1,2,BOTH,True,True,False,False,False,False,False,BULL_CANDLE,BULL,3,False,RS20+|BULL_CANDLE
BBY,WATCH_CLUSTER,D,3,90.28,87.13,87.35,85.451,2.175,25.49,1.08,28,-0.25,2,0,1,PRE_BREAKOUT,True,False,True,True,False,True,False,BULLISH_ENGULFING,BULL,6,True,RECLAIM_BREAKOUT|RS20+|BULL_CANDLE
WTW,WATCH_CLUSTER,D,3,334.87,334.15,345.52,335.961,2.767,25.14,4.73,8,-3.29,0,1,2,BOTH,True,True,False,False,False,False,False,BEAR_CANDLE,BEAR,3,False,RS20+
PAYX,WATCH_CLUSTER,D,3,121.7,121.65,119.96,122.929,2.475,19.93,8.05,26,1.41,2,0,1,PRE_BREAKOUT,False,True,False,False,False,False,False,STRONG_BEAR_CANDLE,BEAR,1,False,RS10+
MT,WATCH_CLUSTER,D,3,78.755,77.76,72.351,73.861,2.086,15.03,-2.65,22,7.48,2,0,1,PRE_BREAKOUT,False,False,True,False,False,False,False,BULL_CANDLE,BULL,3,False,RS10+|BULL_CANDLE
MCK,WATCH_CLUSTER,D,3,907.35,905.103,860.086,885.25,2.926,14.72,8.98,27,5.23,2,0,1,PRE_BREAKOUT,False,False,True,False,False,False,False,SHOOTING_STAR,BEAR,1,False,RS10+
NMAX,WATCH_CLUSTER,D,3,10.62,10.505,10.0,10.272,2.718,14.19,23.62,14,5.05,2,0,1,FORMING_NOW,False,False,True,False,False,False,False,BEAR_CANDLE,BEAR,1,False,RS10+
MDT,WATCH_CLUSTER,D,3,94.16,92.31,93.09,91.048,2.193,13.95,9.25,11,-0.84,1,0,2,BOTH,True,False,True,False,False,True,True,BULL_CANDLE,BULL,4,False,RECLAIM_BREAKOUT|RS10+|BULL_CANDLE
BLK,WATCH_CLUSTER,D,3,1121.78,1111.17,1162.64,1138.236,2.099,10.29,6.56,15,-4.43,0,1,2,BOTH,True,True,False,False,False,False,False,BULL_CANDLE,BULL,2,False,RS10+|BULL_CANDLE
SUZ,WATCH_CLUSTER,D,3,9.165,9.08,8.85,8.726,1.403,9.65,20.54,8,2.6,2,0,1,FORMING_NOW,False,False,True,False,False,False,False,BULL_CANDLE,BULL,1,False,BULL_CANDLE
MTDR,WATCH_CLUSTER,D,3,59.16,58.54,55.97,56.386,0.743,8.9,10.2,12,4.59,2,0,1,FORMING_NOW,False,False,True,False,False,False,False,BEAR_CANDLE,BEAR,0,False,
DMC,WATCH_CLUSTER,D,3,32.14,31.36,31.65,31.251,1.26,7.56,24.3,8,-0.92,1,0,2,BOTH,True,False,True,False,False,True,True,BULL_CANDLE,BULL,3,False,RECLAIM_BREAKOUT|BULL_CANDLE
CHRD,WATCH_CLUSTER,D,3,146.32,144.6,144.25,143.366,0.613,7.13,4.37,11,0.24,2,1,0,NONE,True,False,True,False,False,True,True,DOJI,NEUTRAL,3,False,RECLAIM_BREAKOUT
ORI,WATCH_CLUSTER,D,3,41.44,41.35,43.42,42.149,2.927,6.21,7.19,27,-4.77,0,1,2,BOTH,True,True,False,False,False,False,False,BEAR_CANDLE,BEAR,0,False,
PEGA,WATCH_CLUSTER,D,3,37.37,36.35,34.56,34.811,0.725,5.66,44.86,5,5.18,2,0,1,PRE_BREAKOUT,False,False,True,False,False,False,False,HAMMER_BEAR_BODY,BULL,1,False,BULL_CANDLE
PFS,WATCH_CLUSTER,D,3,23.725,23.52,24.324,23.725,2.464,4.08,6.02,25,-3.31,0,1,2,PRE_BREAKOUT,True,True,False,False,False,False,False,BULL_CANDLE,BULL,1,False,BULL_CANDLE
NSC,WATCH_CLUSTER,D,3,329.2,325.82,341.18,338.855,0.681,3.05,7.84,30,-4.5,0,1,2,BOTH,True,True,False,False,False,False,False,BULL_CANDLE,BULL,1,False,BULL_CANDLE
CSX,WATCH_CLUSTER,D,3,49.4,48.79,51.15,50.144,1.967,3.03,7.58,30,-4.61,0,1,2,PRE_BREAKOUT,True,True,False,False,False,False,False,BULL_CANDLE,BULL,1,False,BULL_CANDLE
GDRX,WATCH_CLUSTER,D,2,3.485,3.45,3.405,3.487,2.404,29.12,40.02,20,1.32,2,0,0,NONE,False,True,False,False,False,False,False,BEAR_CANDLE,BEAR,2,False,RS20+
ASH,WATCH_CLUSTER,D,2,72.95,71.0,74.56,73.018,2.069,28.16,6.24,19,-4.78,0,1,1,FORMING_NOW,True,True,False,False,False,False,False,BULL_CANDLE,BULL,3,False,RS20+|BULL_CANDLE
USPH,WATCH_CLUSTER,D,2,79.15,77.77,76.198,78.155,2.569,23.1,13.16,27,2.06,2,0,0,NONE,False,True,True,False,False,False,False,BULLISH_ENGULFING,BULL,3,False,RS20+|BULL_CANDLE
UVE,WATCH_CLUSTER,D,2,44.17,43.805,44.408,43.344,2.395,16.34,2.15,26,-1.36,0,1,1,FORMING_NOW,True,False,False,False,False,False,False,BEAR_CANDLE,BEAR,2,False,RS10+
RMD,WATCH_CLUSTER,D,2,228.36,225.12,234.14,228.209,2.533,14.43,18.99,7,-3.85,0,0,2,BOTH,True,True,False,False,False,False,False,STRONG_BULL_CANDLE,BULL,2,False,RS10+|BULL_CANDLE
ALSN,WATCH_CLUSTER,D,2,131.225,128.16,129.169,126.228,2.277,11.24,4.19,9,-0.78,1,1,0,NONE,True,False,True,True,False,True,False,STRONG_BULL_CANDLE,BULL,5,False,RECLAIM_BREAKOUT|RS10+|BULL_CANDLE
NEU,WATCH_CLUSTER,D,2,886.92,884.89,924.64,904.457,2.183,10.27,9.65,16,-4.3,0,0,2,BOTH,True,True,False,False,False,False,False,BEAR_CANDLE,BEAR,1,False,RS10+
ERIE,WATCH_CLUSTER,D,2,252.94,252.17,262.7,255.499,2.741,9.57,24.41,11,-4.01,0,0,2,BOTH,True,True,False,False,False,False,False,SHOOTING_STAR,BEAR,0,False,
CNQ,WATCH_CLUSTER,D,2,50.44,49.84,50.45,49.492,1.898,9.16,3.46,10,-1.21,0,1,1,FORMING_NOW,True,False,False,False,False,False,False,DOJI,NEUTRAL,1,False,
DEO,WATCH_CLUSTER,D,2,89.19,89.14,94.21,91.621,2.748,8.5,16.85,19,-5.38,0,0,2,FORMING_NOW,True,True,False,False,False,False,False,STRONG_BEAR_CANDLE,BEAR,0,False,
WLYB,WATCH_CLUSTER,D,2,48.68,48.68,53.33,52.473,1.608,7.83,12.3,22,-8.72,0,0,2,BOTH,True,True,False,False,False,False,False,STRONG_BEAR_CANDLE,BEAR,0,False,
BHP,WATCH_CLUSTER,D,2,90.43,89.32,94.17,92.184,2.109,6.93,8.39,9,-5.15,0,0,2,BOTH,True,True,False,False,False,False,False,BULL_CANDLE,BULL,1,False,BULL_CANDLE
SPOT,WATCH_CLUSTER,D,2,542.23,540.81,544.89,532.008,2.364,6.72,27.22,7,-0.75,1,0,1,PRE_BREAKOUT,True,False,False,False,False,False,False,BEAR_CANDLE,BEAR,0,False,
TSLX,WATCH_CLUSTER,D,2,18.41,18.079,18.8,18.488,1.657,6.18,18.6,19,-3.83,0,0,2,FORMING_NOW,True,True,False,False,False,False,False,BULL_CANDLE,BULL,1,False,BULL_CANDLE
PKG,WATCH_CLUSTER,D,2,237.33,234.13,243.5,242.59,0.374,4.83,8.71,29,-3.85,0,0,2,PRE_BREAKOUT,True,True,False,False,False,False,False,BULLISH_ENGULFING,BULL,1,False,BULL_CANDLE
FAST,WATCH_CLUSTER,D,2,49.62,48.7,50.91,49.821,2.139,4.24,6.24,19,-4.34,0,1,1,PRE_BREAKOUT,True,True,False,False,False,False,False,BULL_CANDLE,BULL,1,False,BULL_CANDLE
DIS,WATCH_CLUSTER,D,2,105.29,105.17,108.69,105.97,2.503,4.02,10.82,8,-3.24,0,0,2,BOTH,True,True,False,False,False,False,False,STRONG_BEAR_CANDLE,BEAR,0,False,
MNDY,WATCH_CLUSTER,D,2,91.06,89.01,95.46,92.917,2.664,3.82,58.76,5,-6.76,0,0,2,FORMING_NOW,True,True,False,False,False,False,False,BEAR_CANDLE,BEAR,0,False,
ADBE,WATCH_CLUSTER,D,2,266.5,263.96,279.0,273.034,2.138,3.6,28.14,5,-5.39,0,0,2,BOTH,True,True,False,False,False,False,False,BEAR_CANDLE,BEAR,0,False,
AME,WATCH_CLUSTER,D,2,237.81,234.2,244.97,240.698,1.744,2.74,8.94,22,-4.4,0,0,2,PRE_BREAKOUT,True,True,False,False,False,False,False,BULL_CANDLE,BULL,1,False,BULL_CANDLE
VTOL,WATCH_CLUSTER,D,2,43.3,42.56,46.375,45.057,2.843,1.88,13.57,22,-8.23,0,0,2,PRE_BREAKOUT,True,True,False,False,False,False,False,DOJI,NEUTRAL,0,False,
EFX,WATCH_CLUSTER,D,2,177.07,167.93,189.602,185.264,2.288,0.78,34.12,11,-11.43,0,0,2,BOTH,True,True,False,False,False,False,False,BULL_CANDLE,BULL,1,False,BULL_CANDLE
WIX,WATCH_CLUSTER,D,1,76.28,75.59,80.66,78.582,2.576,43.21,60.05,10,-6.29,0,0,1,PRE_BREAKOUT,True,True,False,False,False,False,False,STRONG_BEAR_CANDLE,BEAR,2,False,RS20+
QTWO,WATCH_CLUSTER,D,1,62.1,61.51,65.0,63.306,2.606,33.47,27.1,15,-5.37,0,0,1,PRE_BREAKOUT,True,True,False,False,False,False,False,BEAR_CANDLE,BEAR,2,False,RS20+
PATH,WATCH_CLUSTER,D,1,15.205,14.77,16.945,16.457,2.882,32.89,23.36,5,-12.84,0,0,1,PRE_BREAKOUT,True,True,False,False,False,False,False,BEAR_CANDLE,BEAR,2,False,RS20+
VCTR,WATCH_CLUSTER,D,1,113.73,111.48,116.28,113.44,2.442,28.32,7.95,15,-4.13,0,1,0,NONE,True,True,False,False,False,False,False,STRONG_BULL_CANDLE,BULL,3,False,RS20+|BULL_CANDLE
ALKT,WATCH_CLUSTER,D,1,19.65,19.43,20.23,19.819,2.034,21.28,26.92,15,-3.95,0,0,1,PRE_BREAKOUT,True,True,False,False,False,False,False,BEAR_CANDLE,BEAR,2,False,RS20+
JLL,WATCH_CLUSTER,D,1,362.33,355.52,376.85,367.038,2.604,20.14,8.0,11,-5.66,0,0,1,PRE_BREAKOUT,True,True,False,False,False,False,False,STRONG_BULL_CANDLE,BULL,3,False,RS20+|BULL_CANDLE
STEP,WATCH_CLUSTER,D,1,50.93,49.58,50.576,49.302,2.52,13.94,32.44,15,-1.97,0,0,1,FORMING_NOW,True,False,True,False,False,True,True,BULL_CANDLE,BULL,4,False,RECLAIM_BREAKOUT|RS10+|BULL_CANDLE
AXTA,WATCH_CLUSTER,D,1,35.795,35.49,36.82,36.064,2.054,8.85,7.29,22,-3.61,0,1,0,NONE,True,True,False,False,False,False,False,SHOOTING_STAR_BULL_BODY,BULL,1,False,BULL_CANDLE
OMC,WATCH_CLUSTER,D,1,82.63,82.19,87.41,85.372,2.332,8.51,7.75,15,-5.97,0,1,0,NONE,True,True,False,False,False,False,False,BEAR_CANDLE,BEAR,0,False,
FHI,WATCH_CLUSTER,D,1,62.41,61.205,63.606,62.914,1.087,7.71,6.57,22,-3.77,0,1,0,NONE,True,True,False,False,False,False,False,BULL_CANDLE,BULL,1,False,BULL_CANDLE
CME,WATCH_CLUSTER,D,1,281.32,278.65,282.71,275.475,2.559,7.47,12.04,4,-1.44,0,0,1,PRE_BREAKOUT,True,False,False,False,False,False,False,BULL_CANDLE,BULL,1,False,BULL_CANDLE
DAR,WATCH_CLUSTER,D,1,65.19,63.69,65.78,64.621,1.761,7.27,6.84,14,-3.18,0,1,0,NONE,True,True,False,False,False,False,False,HAMMER,BULL,1,False,BULL_CANDLE
PH,WATCH_CLUSTER,D,1,962.79,960.43,1007.83,994.075,1.365,6.95,12.29,20,-4.7,0,0,1,PRE_BREAKOUT,True,True,False,False,False,False,False,SHOOTING_STAR,BEAR,0,False,
WAB,WATCH_CLUSTER,D,1,282.88,280.71,297.843,289.262,2.881,6.36,7.65,29,-5.75,0,1,0,NONE,True,True,False,False,False,False,False,BULLISH_ENGULFING,BULL,1,False,BULL_CANDLE
HQY,WATCH_CLUSTER,D,1,96.07,95.57,101.97,100.108,1.826,5.96,10.73,26,-6.28,0,0,1,PRE_BREAKOUT,True,True,False,False,False,False,False,BEAR_CANDLE,BEAR,0,False,
TTC,WATCH_CLUSTER,D,1,93.39,91.025,98.08,97.145,0.953,5.17,10.45,22,-7.19,0,0,1,PRE_BREAKOUT,True,True,False,False,False,False,False,BULL_CANDLE,BULL,1,False,BULL_CANDLE
ITW,WATCH_CLUSTER,D,1,270.11,269.35,287.94,279.353,2.982,5.14,10.54,27,-6.46,0,0,1,PRE_BREAKOUT,True,True,False,False,False,False,False,SHOOTING_STAR,BEAR,0,False,
LDOS,WATCH_CLUSTER,D,1,133.1,131.0,135.5,135.464,0.027,4.96,34.78,19,-3.32,0,0,1,FORMING_NOW,True,True,False,False,False,False,False,BULL_CANDLE,BULL,1,False,BULL_CANDLE
JBS,WATCH_CLUSTER,D,1,13.045,12.865,13.61,13.451,1.167,4.19,24.45,27,-5.47,0,0,1,FORMING_NOW,True,True,False,False,False,False,False,DOJI,NEUTRAL,0,False,
AOS,WATCH_CLUSTER,D,1,60.48,60.16,62.67,61.064,2.563,3.99,25.26,27,-4.01,0,0,1,PRE_BREAKOUT,True,True,False,False,False,False,False,SHOOTING_STAR_BULL_BODY,BULL,1,False,BULL_CANDLE
STE,WATCH_CLUSTER,D,1,224.51,221.435,230.65,231.232,0.252,3.65,16.21,26,-4.0,0,0,1,PRE_BREAKOUT,True,True,False,False,False,False,False,BULL_CANDLE,BULL,1,False,BULL_CANDLE
GGG,WATCH_CLUSTER,D,1,77.87,77.09,80.65,79.266,1.716,2.78,18.02,27,-4.41,0,0,1,PRE_BREAKOUT,True,True,False,False,False,False,False,BULL_CANDLE,BULL,1,False,BULL_CANDLE
OTF,WATCH_CLUSTER,D,1,11.37,11.27,11.44,11.226,1.868,2.21,18.44,19,-1.49,0,0,1,FORMING_NOW,True,False,False,False,False,False,False,BULL_CANDLE,BULL,1,False,BULL_CANDLE
CLX,WATCH_CLUSTER,D,1,93.06,92.631,100.199,100.185,0.014,-2.38,26.04,22,-7.55,0,0,1,PRE_BREAKOUT,True,True,False,False,False,False,False,BEAR_CANDLE,BEAR,0,False,
STGW,WATCH_CLUSTER,D,0,8.775,8.52,8.91,8.715,2.188,33.87,8.12,22,-4.38,0,0,0,NONE,True,True,False,False,False,False,False,HAMMER_BEAR_BODY,BULL,3,False,RS20+|BULL_CANDLE
RYAN,WATCH_CLUSTER,D,0,41.92,41.19,43.596,42.675,2.113,26.76,28.27,27,-5.52,0,0,0,NONE,True,True,False,False,False,False,False,DOJI,NEUTRAL,2,False,RS20+
RTX,WATCH_CLUSTER,D,0,200.77,199.04,214.179,209.628,2.125,8.91,11.32,28,-7.07,0,0,0,NONE,True,True,False,False,False,False,False,DOJI,NEUTRAL,0,False,
MMM,WATCH_CLUSTER,D,0,168.51,167.55,178.509,174.42,2.291,7.69,8.47,27,-6.14,0,0,0,NONE,True,True,False,False,False,False,False,BULL_CANDLE,BULL,1,False,BULL_CANDLE
CG,WATCH_CLUSTER,D,0,46.97,46.5,48.9,47.945,1.953,6.41,30.87,22,-4.91,0,0,0,NONE,True,True,False,False,False,False,False,DOJI,NEUTRAL,0,False,
GEHC,WATCH_CLUSTER,D,0,68.85,68.485,72.04,71.167,1.212,4.14,23.19,18,-4.93,0,0,0,NONE,True,True,False,False,False,False,False,DOJI,NEUTRAL,0,False,
BF-B,WATCH_CLUSTER,D,0,26.715,26.54,27.833,27.312,1.874,1.5,13.4,27,-4.65,0,0,0,NONE,True,True,False,False,False,False,False,BEAR_CANDLE,BEAR,0,False,
BF-A,WATCH_CLUSTER,D,0,27.1,26.911,28.383,27.845,1.896,0.88,11.49,27,-5.19,0,0,0,NONE,True,True,False,False,False,False,False,BEAR_CANDLE,BEAR,0,False,
BSY,WATCH_CLUSTER,D,0,33.7,33.08,36.22,35.726,1.365,-0.05,40.82,26,-8.67,0,0,0,NONE,True,True,False,False,False,False,False,BEAR_CANDLE,BEAR,0,False,
