symbol,market,reversal_date,entry_date,delay,rule,entry,reversal_score,ret_3d,maxup_3d,maxdd_3d,ret_5d,maxup_5d,maxdd_5d,ret_10d,maxup_10d,maxdd_10d
ATD.TO,CA,2024-11-26,2024-11-27,1,REV_HIGH+EMA20,80.95269012451172,7,0.006790453838230626,0.009943141693016688,-0.012489242153107538,0.005271222795326658,0.015278445368629656,-0.012489242153107538,-0.00846311590705584,0.015278445368629656,-0.021224856203965192
ATD.TO,CA,2024-11-26,2024-11-27,1,BOTH_HIGHS,80.95269012451172,7,0.006790453838230626,0.009943141693016688,-0.012489242153107538,0.005271222795326658,0.015278445368629656,-0.012489242153107538,-0.00846311590705584,0.015278445368629656,-0.021224856203965192
ATD.TO,CA,2024-11-26,2024-11-27,1,BOTH_HIGHS+EMA20,80.95269012451172,7,0.006790453838230626,0.009943141693016688,-0.012489242153107538,0.005271222795326658,0.015278445368629656,-0.012489242153107538,-0.00846311590705584,0.015278445368629656,-0.021224856203965192
ATD.TO,CA,2025-02-12,2025-02-13,1,REV_HIGH,72.37659454345703,6,-0.026780877548148507,0.0017674983825299861,-0.0314029051291671,-0.044861221867392165,0.0017674983825299861,-0.05029898100577601,-0.022158646799229853,0.0017674983825299861,-0.05029898100577601
ATD.TO,CA,2025-05-23,2025-05-26,1,REV_HIGH,68.45616149902344,6,0.03199777636261869,0.05967143394919017,0.004612347542272133,0.05477100168221649,0.05967143394919017,0.004612347542272133,0.03444799026735135,0.05967143394919017,0.004612347542272133
ATD.TO,CA,2025-05-23,2025-05-27,2,PREV5_HIGH,71.78129577636719,6,-0.021993049277261312,0.010584136629788299,-0.02570444842734554,-0.0010996418351966186,0.010584136629788299,-0.03505153979440234,0.021580763304061223,0.02831612920479465,-0.03505153979440234
ATD.TO,CA,2025-05-23,2025-05-27,2,REV_HIGH+EMA20,71.78129577636719,6,-0.021993049277261312,0.010584136629788299,-0.02570444842734554,-0.0010996418351966186,0.010584136629788299,-0.03505153979440234,0.021580763304061223,0.02831612920479465,-0.03505153979440234
ATD.TO,CA,2025-05-23,2025-05-27,2,BOTH_HIGHS,71.78129577636719,6,-0.021993049277261312,0.010584136629788299,-0.02570444842734554,-0.0010996418351966186,0.010584136629788299,-0.03505153979440234,0.021580763304061223,0.02831612920479465,-0.03505153979440234
ATD.TO,CA,2025-05-23,2025-05-27,2,BOTH_HIGHS+EMA20,71.78129577636719,6,-0.021993049277261312,0.010584136629788299,-0.02570444842734554,-0.0010996418351966186,0.010584136629788299,-0.03505153979440234,0.021580763304061223,0.02831612920479465,-0.03505153979440234
ATD.TO,CA,2026-01-16,2026-01-21,3,REV_HIGH,75.30879211425781,5,-0.0029066321786702654,0.03157620363122193,-0.00977681639654615,-0.05443256595110013,0.03157620363122193,-0.05469675729600054,0.04822298410454828,0.05403620181859914,-0.0688334235680571
ATD.TO,CA,2026-01-16,2026-01-21,3,REV_HIGH+EMA20,75.30879211425781,5,-0.0029066321786702654,0.03157620363122193,-0.00977681639654615,-0.05443256595110013,0.03157620363122193,-0.05469675729600054,0.04822298410454828,0.05403620181859914,-0.0688334235680571
ATD.TO,CA,2026-03-09,2026-03-10,1,REV_HIGH,81.88550567626953,6,0.0038881394277798798,0.004252644604883615,-0.02673153369268333,0.008019363271631219,0.028796993543421134,-0.02673153369268333,-0.05261244936944798,0.028796993543421134,-0.07885795871773027
ATD.TO,CA,2026-03-09,2026-03-10,1,REV_HIGH+EMA20,81.88550567626953,6,0.0038881394277798798,0.004252644604883615,-0.02673153369268333,0.008019363271631219,0.028796993543421134,-0.02673153369268333,-0.05261244936944798,0.028796993543421134,-0.07885795871773027
AVGO,US,2020-05-14,2020-05-18,2,REV_HIGH,23.844242095947266,6,0.004642815718428173,0.02844276627421083,-0.007019724463867449,0.031038496150384898,0.04957393662643894,-0.011040972321665454,0.0896790320967904,0.09062960309612844,-0.011040972321665454
AVGO,US,2020-05-14,2020-05-18,2,REV_HIGH+EMA20,23.844242095947266,6,0.004642815718428173,0.02844276627421083,-0.007019724463867449,0.031038496150384898,0.04957393662643894,-0.011040972321665454,0.0896790320967904,0.09062960309612844,-0.011040972321665454
AVGO,US,2021-04-21,2021-04-23,2,REV_HIGH,42.106082916259766,6,-0.014867288097680564,0.017441259608854454,-0.02162502903298369,-0.021303048227568122,0.017441259608854454,-0.026366015035131585,-0.02906904845750402,0.017441259608854454,-0.06182837005660968
AVGO,US,2021-04-21,2021-04-26,3,REV_HIGH+EMA20,42.62277603149414,6,-0.011783353269243069,0.005107363440129076,-0.03348534548076176,-0.046010558200997864,0.005107363440129076,-0.04995250565019782,-0.07576594391722058,0.005107363440129076,-0.07646533850082038
AVGO,US,2021-08-19,2021-08-23,2,REV_HIGH,43.921417236328125,6,0.006819419865107257,0.011731836064115653,-0.004746537242726112,0.03407625465791475,0.0526481288312699,-0.004746537242726112,0.02930890546734788,0.0526481288312699,-0.004746537242726112
AVGO,US,2021-08-19,2021-08-23,2,REV_HIGH+EMA20,43.921417236328125,6,0.006819419865107257,0.011731836064115653,-0.004746537242726112,0.03407625465791475,0.0526481288312699,-0.004746537242726112,0.02930890546734788,0.0526481288312699,-0.004746537242726112
AVGO,US,2021-11-24,2021-11-29,2,REV_HIGH,51.7530632019043,6,-0.021068708029296612,0.007336157572843227,-0.03604190774630833,0.0011340958099412823,0.008257533380233495,-0.03604190774630833,0.10156997749277563,0.14248522711662948,-0.03604190774630833
AVGO,US,2021-11-24,2021-11-29,2,REV_HIGH+EMA20,51.7530632019043,6,-0.021068708029296612,0.007336157572843227,-0.03604190774630833,0.0011340958099412823,0.008257533380233495,-0.03604190774630833,0.10156997749277563,0.14248522711662948,-0.03604190774630833
AVGO,US,2022-01-10,2022-01-11,1,REV_HIGH,57.41030502319336,5,-0.04128269892816283,0.014371920911604885,-0.04830786311480317,-0.0933688209259319,0.014371920911604885,-0.09439766375585235,-0.10438068576078285,0.014371920911604885,-0.17466443685398025
AVGO,US,2022-01-24,2022-01-26,2,REV_HIGH,51.41777801513672,6,0.051622755689612276,0.052502275203462734,-0.0443889714349347,0.08312400557257726,0.08558309968933653,-0.0443889714349347,0.09732201427687293,0.09800412975263151,-0.0443889714349347
AVGO,US,2022-02-24,2022-02-25,1,REV_HIGH,54.268680572509766,6,-0.003792296317311261,0.007295758423228271,-0.038621658440284534,0.013571500320289198,0.030441976880231536,-0.038621658440284534,-0.017278601769452395,0.030441976880231536,-0.04149594744384444
AVGO,US,2022-02-24,2022-02-25,1,REV_HIGH+EMA20,54.268680572509766,6,-0.003792296317311261,0.007295758423228271,-0.038621658440284534,0.013571500320289198,0.030441976880231536,-0.038621658440284534,-0.017278601769452395,0.030441976880231536,-0.04149594744384444
AVGO,US,2022-04-18,2022-04-19,1,REV_HIGH,55.528587341308594,5,-0.01785430906882335,0.030537838050313848,-0.019008892812042877,-0.06283260946357516,0.030537838050313848,-0.06343498717128804,-0.02752594273095854,0.030537838050313848,-0.07399358701807324
AVGO,US,2023-08-18,2023-08-21,1,REV_HIGH,83.44893646240234,5,-0.012344782812734434,0.051691109589027784,-0.017500113331714084,-0.004693074551699983,0.051691109589027784,-0.03175214099276236,0.008125934429889625,0.06765378129202082,-0.03175214099276236
AVGO,US,2023-08-18,2023-08-21,1,PREV5_HIGH,83.44893646240234,5,-0.012344782812734434,0.051691109589027784,-0.017500113331714084,-0.004693074551699983,0.051691109589027784,-0.03175214099276236,0.008125934429889625,0.06765378129202082,-0.03175214099276236
AVGO,US,2023-08-18,2023-08-21,1,REV_HIGH+EMA20,83.44893646240234,5,-0.012344782812734434,0.051691109589027784,-0.017500113331714084,-0.004693074551699983,0.051691109589027784,-0.03175214099276236,0.008125934429889625,0.06765378129202082,-0.03175214099276236
AVGO,US,2023-08-18,2023-08-21,1,BOTH_HIGHS,83.44893646240234,5,-0.012344782812734434,0.051691109589027784,-0.017500113331714084,-0.004693074551699983,0.051691109589027784,-0.03175214099276236,0.008125934429889625,0.06765378129202082,-0.03175214099276236
AVGO,US,2023-08-18,2023-08-21,1,BOTH_HIGHS+EMA20,83.44893646240234,5,-0.012344782812734434,0.051691109589027784,-0.017500113331714084,-0.004693074551699983,0.051691109589027784,-0.03175214099276236,0.008125934429889625,0.06765378129202082,-0.03175214099276236
AVGO,US,2024-02-21,2024-02-22,1,REV_HIGH,127.1343765258789,6,-0.006644239951410724,0.01128048758695388,-0.012322865051982546,-0.0033796700227926024,0.01128048758695388,-0.01680605058903495,0.0782510810737338,0.10213033936113614,-0.01680605058903495
AVGO,US,2024-02-21,2024-02-22,1,PREV5_HIGH,127.1343765258789,6,-0.006644239951410724,0.01128048758695388,-0.012322865051982546,-0.0033796700227926024,0.01128048758695388,-0.01680605058903495,0.0782510810737338,0.10213033936113614,-0.01680605058903495
AVGO,US,2024-02-21,2024-02-22,1,REV_HIGH+EMA20,127.1343765258789,6,-0.006644239951410724,0.01128048758695388,-0.012322865051982546,-0.0033796700227926024,0.01128048758695388,-0.01680605058903495,0.0782510810737338,0.10213033936113614,-0.01680605058903495
AVGO,US,2024-02-21,2024-02-22,1,BOTH_HIGHS,127.1343765258789,6,-0.006644239951410724,0.01128048758695388,-0.012322865051982546,-0.0033796700227926024,0.01128048758695388,-0.01680605058903495,0.0782510810737338,0.10213033936113614,-0.01680605058903495
AVGO,US,2024-02-21,2024-02-22,1,BOTH_HIGHS+EMA20,127.1343765258789,6,-0.006644239951410724,0.01128048758695388,-0.012322865051982546,-0.0033796700227926024,0.01128048758695388,-0.01680605058903495,0.0782510810737338,0.10213033936113614,-0.01680605058903495
AVGO,US,2024-03-19,2024-03-20,1,REV_HIGH,124.84812927246094,5,0.05923175459637431,0.100007765141225,0.03134799846190939,0.03348734124846753,0.100007765141225,0.015689568426418,0.03252352375878553,0.10029778004574363,0.015689568426418
AVGO,US,2024-03-19,2024-03-21,2,PREV5_HIGH,131.89285278320312,5,-0.012247606068213623,0.023694545053950078,-0.012974662576605622,-0.016758158804127343,0.023694545053950078,-0.038560923782363754,-0.006357671977259782,0.04152815397171539,-0.038560923782363754
AVGO,US,2024-03-19,2024-03-20,1,REV_HIGH+EMA20,124.84812927246094,5,0.05923175459637431,0.100007765141225,0.03134799846190939,0.03348734124846753,0.100007765141225,0.015689568426418,0.03252352375878553,0.10029778004574363,0.015689568426418
AVGO,US,2024-03-19,2024-03-21,2,BOTH_HIGHS,131.89285278320312,5,-0.012247606068213623,0.023694545053950078,-0.012974662576605622,-0.016758158804127343,0.023694545053950078,-0.038560923782363754,-0.006357671977259782,0.04152815397171539,-0.038560923782363754
AVGO,US,2024-03-19,2024-03-21,2,BOTH_HIGHS+EMA20,131.89285278320312,5,-0.012247606068213623,0.023694545053950078,-0.012974662576605622,-0.016758158804127343,0.023694545053950078,-0.038560923782363754,-0.006357671977259782,0.04152815397171539,-0.038560923782363754
AVGO,US,2024-08-05,2024-08-08,3,REV_HIGH,143.0496826171875,6,0.07149737213309071,0.07300691826732053,-0.011184372631063089,0.13990692598025545,0.14361210908236788,-0.011184372631063089,0.11390175302061767,0.18306604994897824,-0.011184372631063089
AVGO,US,2025-03-31,2025-04-01,1,REV_HIGH,166.90139770507812,5,-0.13191327521816043,0.02913586208881669,-0.17416341894229637,-0.07411586160238803,0.02913586208881669,-0.18051282028873084,0.061891562024309676,0.11161859224891812,-0.18051282028873084
AVGO,US,2025-04-07,2025-04-09,2,REV_HIGH,183.3716278076172,6,-0.03667277639677591,0.004591068496557327,-0.1012690618848544,-0.0569267522217497,0.004591068496557327,-0.1012690618848544,0.01620311409007713,0.01847161776836148,-0.12713998042069385
AVGO,US,2025-04-07,2025-04-09,2,PREV5_HIGH,183.3716278076172,6,-0.03667277639677591,0.004591068496557327,-0.1012690618848544,-0.0569267522217497,0.004591068496557327,-0.1012690618848544,0.01620311409007713,0.01847161776836148,-0.12713998042069385
AVGO,US,2025-04-07,2025-04-09,2,REV_HIGH+EMA20,183.3716278076172,6,-0.03667277639677591,0.004591068496557327,-0.1012690618848544,-0.0569267522217497,0.004591068496557327,-0.1012690618848544,0.01620311409007713,0.01847161776836148,-0.12713998042069385
AVGO,US,2025-04-07,2025-04-09,2,BOTH_HIGHS,183.3716278076172,6,-0.03667277639677591,0.004591068496557327,-0.1012690618848544,-0.0569267522217497,0.004591068496557327,-0.1012690618848544,0.01620311409007713,0.01847161776836148,-0.12713998042069385
AVGO,US,2025-04-07,2025-04-09,2,BOTH_HIGHS+EMA20,183.3716278076172,6,-0.03667277639677591,0.004591068496557327,-0.1012690618848544,-0.0569267522217497,0.004591068496557327,-0.1012690618848544,0.01620311409007713,0.01847161776836148,-0.12713998042069385
AVGO,US,2025-11-14,2025-11-19,3,REV_HIGH,352.4448547363281,5,0.06641837201475154,0.07781730161789535,-0.06382263378202169,0.1217481679877579,0.12823760895570513,-0.06382263378202169,0.07508039934147925,0.137068977304883,-0.06382263378202169
AVGO,US,2025-11-14,2025-11-19,3,REV_HIGH+EMA20,352.4448547363281,5,0.06641837201475154,0.07781730161789535,-0.06382263378202169,0.1217481679877579,0.12823760895570513,-0.06382263378202169,0.07508039934147925,0.137068977304883,-0.06382263378202169
AVGO,US,2026-03-02,2026-03-05,3,REV_HIGH,331.54864501953125,5,0.029479889243427815,0.06121360679955146,-0.027526440644515926,0.009616367024644079,0.06121360679955146,-0.027526440644515926,-0.03885555714896638,0.06121360679955146,-0.07290306138919778
AVGO,US,2026-03-02,2026-03-05,3,REV_HIGH+EMA20,331.54864501953125,5,0.029479889243427815,0.06121360679955146,-0.027526440644515926,0.009616367024644079,0.06121360679955146,-0.027526440644515926,-0.03885555714896638,0.06121360679955146,-0.07290306138919778
AXP,US,2020-01-06,2020-01-08,2,REV_HIGH,115.41158294677734,6,0.023896646754887785,0.027162567065436738,0.006770843310065944,0.03409263310453392,0.036243435222067744,0.006770843310065944,0.04643944326346139,0.05360855173618706,0.006770843310065944
AXP,US,2020-01-06,2020-01-09,3,PREV5_HIGH,117.49845123291016,6,0.007745853012290249,0.0178389070007412,-0.006963624375522781,0.02143797217240695,0.024411053918373282,-0.006963624375522781,0.05711595865060404,0.08074481437697179,-0.006963624375522781
AXP,US,2020-01-06,2020-01-08,2,REV_HIGH+EMA20,115.41158294677734,6,0.023896646754887785,0.027162567065436738,0.006770843310065944,0.03409263310453392,0.036243435222067744,0.006770843310065944,0.04643944326346139,0.05360855173618706,0.006770843310065944
AXP,US,2020-01-06,2020-01-09,3,BOTH_HIGHS,117.49845123291016,6,0.007745853012290249,0.0178389070007412,-0.006963624375522781,0.02143797217240695,0.024411053918373282,-0.006963624375522781,0.05711595865060404,0.08074481437697179,-0.006963624375522781
AXP,US,2020-01-06,2020-01-09,3,BOTH_HIGHS+EMA20,117.49845123291016,6,0.007745853012290249,0.0178389070007412,-0.006963624375522781,0.02143797217240695,0.024411053918373282,-0.006963624375522781,0.05711595865060404,0.08074481437697179,-0.006963624375522781
AXP,US,2020-05-14,2020-05-18,2,REV_HIGH,81.72869110107422,6,0.016061378915891655,0.03415885885289849,-0.020360016157322747,0.06684737409920505,0.0809860426948239,-0.020360016157322747,0.12057446256155169,0.15891829148045344,-0.020360016157322747
AXP,US,2020-05-14,2020-05-18,2,REV_HIGH+EMA20,81.72869110107422,6,0.016061378915891655,0.03415885885289849,-0.020360016157322747,0.06684737409920505,0.0809860426948239,-0.020360016157322747,0.12057446256155169,0.15891829148045344,-0.020360016157322747
AXP,US,2020-07-08,2020-07-10,2,REV_HIGH,86.57546997070312,6,0.04429889263123021,0.04880385996881342,-0.010082578082595939,0.020915839620995413,0.04891088935039911,-0.010082578082595939,0.02252489949434322,0.04891088935039911,-0.010082578082595939
AXP,US,2021-04-21,2021-04-26,3,REV_HIGH,141.10662841796875,6,0.02853562300298762,0.03152881886986014,-0.009910748622792287,0.029666191009870335,0.0379806788224577,-0.009910748622792287,0.05547439304015622,0.0688441556775452,-0.009910748622792287
AXP,US,2021-04-21,2021-04-26,3,REV_HIGH+EMA20,141.10662841796875,6,0.02853562300298762,0.03152881886986014,-0.009910748622792287,0.029666191009870335,0.0379806788224577,-0.009910748622792287,0.05547439304015622,0.0688441556775452,-0.009910748622792287
AXP,US,2021-04-23,2021-04-26,1,REV_HIGH,141.10662841796875,6,0.02853562300298762,0.03152881886986014,-0.009910748622792287,0.029666191009870335,0.0379806788224577,-0.009910748622792287,0.05547439304015622,0.0688441556775452,-0.009910748622792287
AXP,US,2021-04-23,2021-04-28,3,PREV5_HIGH,143.1715087890625,6,0.01481590742637029,0.023010480160705393,-0.002949785940322358,0.025239244036590947,0.027468143517341614,-0.002949785940322358,-0.00157350274243917,0.05342883083055705,-0.0030812757170266547
AXP,US,2021-04-23,2021-04-26,1,REV_HIGH+EMA20,141.10662841796875,6,0.02853562300298762,0.03152881886986014,-0.009910748622792287,0.029666191009870335,0.0379806788224577,-0.009910748622792287,0.05547439304015622,0.0688441556775452,-0.009910748622792287
AXP,US,2021-04-23,2021-04-28,3,BOTH_HIGHS,143.1715087890625,6,0.01481590742637029,0.023010480160705393,-0.002949785940322358,0.025239244036590947,0.027468143517341614,-0.002949785940322358,-0.00157350274243917,0.05342883083055705,-0.0030812757170266547
AXP,US,2021-04-23,2021-04-28,3,BOTH_HIGHS+EMA20,143.1715087890625,6,0.01481590742637029,0.023010480160705393,-0.002949785940322358,0.025239244036590947,0.027468143517341614,-0.002949785940322358,-0.00157350274243917,0.05342883083055705,-0.0030812757170266547
AXP,US,2021-05-13,2021-05-14,1,REV_HIGH,147.49838256835938,6,-0.015399338785453298,0.007318019376308493,-0.03455297843850058,-0.0017815219521036818,0.010563390043482723,-0.03455297843850058,0.018962796491867717,0.022208068539797177,-0.03455297843850058
AXP,US,2021-05-13,2021-05-14,1,REV_HIGH+EMA20,147.49838256835938,6,-0.015399338785453298,0.007318019376308493,-0.03455297843850058,-0.0017815219521036818,0.010563390043482723,-0.03455297843850058,0.018962796491867717,0.022208068539797177,-0.03455297843850058
AXP,US,2021-05-19,2021-05-20,1,REV_HIGH,145.97789001464844,7,0.015945341010851433,0.0292547161770369,0.005272495486690731,0.02706869700622172,0.030604913523491817,0.005272495486690731,0.060888653863300446,0.06558225498278447,0.005272495486690731
AXP,US,2021-05-19,2021-05-24,3,PREV5_HIGH,148.89688110351562,7,0.006933927547005503,0.010400819680677298,-0.008005623924155936,0.0322742958520843,0.034480587475008484,-0.008005623924155936,0.04960921719850142,0.053580503930199086,-0.008005623924155936
AXP,US,2021-05-19,2021-05-20,1,REV_HIGH+EMA20,145.97789001464844,7,0.015945341010851433,0.0292547161770369,0.005272495486690731,0.02706869700622172,0.030604913523491817,0.005272495486690731,0.060888653863300446,0.06558225498278447,0.005272495486690731
AXP,US,2021-05-19,2021-05-24,3,BOTH_HIGHS,148.89688110351562,7,0.006933927547005503,0.010400819680677298,-0.008005623924155936,0.0322742958520843,0.034480587475008484,-0.008005623924155936,0.04960921719850142,0.053580503930199086,-0.008005623924155936
AXP,US,2021-05-19,2021-05-24,3,BOTH_HIGHS+EMA20,148.89688110351562,7,0.006933927547005503,0.010400819680677298,-0.008005623924155936,0.0322742958520843,0.034480587475008484,-0.008005623924155936,0.04960921719850142,0.053580503930199086,-0.008005623924155936
AXP,US,2022-01-24,2022-01-25,1,REV_HIGH,163.71694946289062,6,0.022817962758988175,0.035295464342388394,-0.01929395514602361,0.060250598498287955,0.06313893520222735,-0.01929395514602361,0.12067483279981261,0.123736463178022,-0.01929395514602361
AXP,US,2022-01-24,2022-01-25,1,PREV5_HIGH,163.71694946289062,6,0.022817962758988175,0.035295464342388394,-0.01929395514602361,0.060250598498287955,0.06313893520222735,-0.01929395514602361,0.12067483279981261,0.123736463178022,-0.01929395514602361
AXP,US,2022-01-24,2022-01-25,1,REV_HIGH+EMA20,163.71694946289062,6,0.022817962758988175,0.035295464342388394,-0.01929395514602361,0.060250598498287955,0.06313893520222735,-0.01929395514602361,0.12067483279981261,0.123736463178022,-0.01929395514602361
AXP,US,2022-01-24,2022-01-25,1,BOTH_HIGHS,163.71694946289062,6,0.022817962758988175,0.035295464342388394,-0.01929395514602361,0.060250598498287955,0.06313893520222735,-0.01929395514602361,0.12067483279981261,0.123736463178022,-0.01929395514602361
AXP,US,2022-01-24,2022-01-25,1,BOTH_HIGHS+EMA20,163.71694946289062,6,0.022817962758988175,0.035295464342388394,-0.01929395514602361,0.060250598498287955,0.06313893520222735,-0.01929395514602361,0.12067483279981261,0.123736463178022,-0.01929395514602361
AXP,US,2022-04-13,2022-04-14,1,REV_HIGH,171.8165283203125,5,0.04029566876799717,0.049624366017909205,-0.0008834077691434183,-0.0034225066624228306,0.0621546695595363,-0.004636825188215066,-0.03560390928447954,0.0621546695595363,-0.037701529394112976
AXP,US,2022-04-13,2022-04-19,3,PREV5_HIGH,177.51649475097656,5,-0.03542211473010226,0.0280494109515661,-0.03659744209147986,-0.045520087683037946,0.0280494109515661,-0.04904602181734219,-0.08046135883781291,0.0280494109515661,-0.10503817555350836
AXP,US,2022-04-13,2022-04-18,2,REV_HIGH+EMA20,174.9652557373047,5,0.006829969294092075,0.043039814355656514,0.0005420053823776971,-0.0020596478984954425,0.043039814355656514,-0.0351797780358416,-0.06970953618634002,0.043039814355656514,-0.09198837596528053
AXP,US,2022-04-13,2022-04-19,3,BOTH_HIGHS,177.51649475097656,5,-0.03542211473010226,0.0280494109515661,-0.03659744209147986,-0.045520087683037946,0.0280494109515661,-0.04904602181734219,-0.08046135883781291,0.0280494109515661,-0.10503817555350836
AXP,US,2022-04-13,2022-04-19,3,BOTH_HIGHS+EMA20,177.51649475097656,5,-0.03542211473010226,0.0280494109515661,-0.03659744209147986,-0.045520087683037946,0.0280494109515661,-0.04904602181734219,-0.08046135883781291,0.0280494109515661,-0.10503817555350836
AXP,US,2022-08-24,2022-08-25,1,REV_HIGH,154.43861389160156,6,-0.04666184317037092,0.008383306928823941,-0.057510701480427584,-0.06854462904873082,0.008383306928823941,-0.08987241558927483,-0.023361648896696896,0.008383306928823941,-0.09665287199567407
AXP,US,2022-08-24,2022-08-25,1,REV_HIGH+EMA20,154.43861389160156,6,-0.04666184317037092,0.008383306928823941,-0.057510701480427584,-0.06854462904873082,0.008383306928823941,-0.08987241558927483,-0.023361648896696896,0.008383306928823941,-0.09665287199567407
AXP,US,2022-10-13,2022-10-18,3,REV_HIGH,139.50912475585938,6,-0.04075645831123054,0.00911019377660982,-0.09439016590224147,0.007055333828436705,0.009932230740034687,-0.09439016590224147,0.007466145750732567,0.03370086377534531,-0.09439016590224147
AXP,US,2022-10-13,2022-10-18,3,PREV5_HIGH,139.50912475585938,6,-0.04075645831123054,0.00911019377660982,-0.09439016590224147,0.007055333828436705,0.009932230740034687,-0.09439016590224147,0.007466145750732567,0.03370086377534531,-0.09439016590224147
AXP,US,2022-10-13,2022-10-18,3,REV_HIGH+EMA20,139.50912475585938,6,-0.04075645831123054,0.00911019377660982,-0.09439016590224147,0.007055333828436705,0.009932230740034687,-0.09439016590224147,0.007466145750732567,0.03370086377534531,-0.09439016590224147
AXP,US,2022-10-13,2022-10-18,3,BOTH_HIGHS,139.50912475585938,6,-0.04075645831123054,0.00911019377660982,-0.09439016590224147,0.007055333828436705,0.009932230740034687,-0.09439016590224147,0.007466145750732567,0.03370086377534531,-0.09439016590224147
AXP,US,2022-10-13,2022-10-18,3,BOTH_HIGHS+EMA20,139.50912475585938,6,-0.04075645831123054,0.00911019377660982,-0.09439016590224147,0.007055333828436705,0.009932230740034687,-0.09439016590224147,0.007466145750732567,0.03370086377534531,-0.09439016590224147
AXP,US,2023-03-15,2023-03-16,1,REV_HIGH,154.12713623046875,6,0.02382902235410067,0.023891299266509014,-0.03627195673167416,0.012629993675796092,0.03757873922811639,-0.03627195673167416,0.010452261764227089,0.03757873922811639,-0.03627195673167416
AXP,US,2023-04-20,2023-04-21,1,REV_HIGH,157.63368225097656,7,-0.049212244575164044,0.0031750586368062272,-0.05311992231975038,-0.014898146598467221,0.0031750586368062272,-0.05311992231975038,-0.06795699141227962,0.0031750586368062272,-0.10001220655356102
AXP,US,2023-04-20,2023-04-21,1,REV_HIGH+EMA20,157.63368225097656,7,-0.049212244575164044,0.0031750586368062272,-0.05311992231975038,-0.014898146598467221,0.0031750586368062272,-0.05311992231975038,-0.06795699141227962,0.0031750586368062272,-0.10001220655356102
AXP,US,2023-07-26,2023-07-31,3,REV_HIGH,163.09967041015625,5,-0.014625733237283556,0.005507029990272416,-0.022797244983004172,-0.011368896705928555,0.005507029990272416,-0.022797244983004172,-0.016579816445097206,0.005507029990272416,-0.03718604017755511
AXP,US,2023-08-11,2023-08-14,1,REV_HIGH,160.3955078125,5,-0.033116590307163074,-0.0076468311494625185,-0.03432081081432192,-0.031310313860391514,-0.0076468311494625185,-0.04299126144239096,-0.04148594706079334,-0.0076468311494625185,-0.05268551601302107
AXP,US,2025-01-13,2025-01-14,1,REV_HIGH,295.45196533203125,5,0.04061801170702073,0.05007332065722303,0.01281796508230082,0.07287935488469088,0.07477710225563694,0.01281796508230082,0.04957397558403409,0.08626318649449005,0.01281796508230082
AXP,US,2025-01-13,2025-01-15,2,PREV5_HIGH,307.216552734375,5,0.018026254828709565,0.023629481366062688,-0.007012023971134207,0.04338497598856916,0.04466569415327415,-0.007012023971134207,0.021228043825331167,0.04466569415327415,-0.007012023971134207
AXP,US,2025-01-13,2025-01-14,1,REV_HIGH+EMA20,295.45196533203125,5,0.04061801170702073,0.05007332065722303,0.01281796508230082,0.07287935488469088,0.07477710225563694,0.01281796508230082,0.04957397558403409,0.08626318649449005,0.01281796508230082
AXP,US,2025-01-13,2025-01-15,2,BOTH_HIGHS,307.216552734375,5,0.018026254828709565,0.023629481366062688,-0.007012023971134207,0.04338497598856916,0.04466569415327415,-0.007012023971134207,0.021228043825331167,0.04466569415327415,-0.007012023971134207
AXP,US,2025-01-13,2025-01-15,2,BOTH_HIGHS+EMA20,307.216552734375,5,0.018026254828709565,0.023629481366062688,-0.007012023971134207,0.04338497598856916,0.04466569415327415,-0.007012023971134207,0.021228043825331167,0.04466569415327415,-0.007012023971134207
AXP,US,2025-02-03,2025-02-05,2,REV_HIGH,315.2923889160156,6,-0.03204074606390683,0.008486000644101432,-0.045300034079581386,-0.04408333309942092,0.008486000644101432,-0.051851685621852384,-0.05200773827539673,0.008486000644101432,-0.06813721905058356
AXP,US,2025-02-03,2025-02-05,2,REV_HIGH+EMA20,315.2923889160156,6,-0.03204074606390683,0.008486000644101432,-0.045300034079581386,-0.04408333309942092,0.008486000644101432,-0.051851685621852384,-0.05200773827539673,0.008486000644101432,-0.06813721905058356
AXP,US,2025-03-31,2025-04-01,1,REV_HIGH,266.06024169921875,6,-0.13318635067402196,0.025288369024123458,-0.1519559291010063,-0.141680876303098,0.025288369024123458,-0.18233595507597067,-0.04349295765600991,0.025288369024123458,-0.18233595507597067
AXP,US,2025-03-31,2025-04-02,2,REV_HIGH+EMA20,270.7522888183594,6,-0.14602084014548677,-0.051771203691087786,-0.19650580103795434,-0.043665861099586145,-0.0348811038742729,-0.19650580103795434,-0.07807581618192316,-0.0348811038742729,-0.19650580103795434
AXP,US,2025-10-02,2025-10-06,2,REV_HIGH,328.4764709472656,5,-0.02274163732913692,0.008885837896339233,-0.025332032606437016,-0.024251552722033165,0.008885837896339233,-0.0459032082444899,0.055349659409652086,0.05758426058071797,-0.0459032082444899
AXP,US,2026-01-02,2026-01-05,1,REV_HIGH,377.5695495605469,5,0.008372804220171393,0.01700889321806409,-0.009452448211074271,-0.05321220584958264,0.01700889321806409,-0.06395466678080641,-0.07269613105964434,0.01700889321806409,-0.07656658557701557
