symbol,market,reversal_date,entry_date,delay,rule,entry,reversal_score,ret_3d,maxup_3d,maxdd_3d,ret_5d,maxup_5d,maxdd_5d,ret_10d,maxup_10d,maxdd_10d
0005.HK,HK,2024-11-13,2024-11-15,2,REV_HIGH,63.84505081176758,5,0.02654237298060047,0.027977073236572503,0.007890927096723122,0.022238033215473907,0.02941163344856479,0.007890927096723122,0.04017202541233433,0.04304142169825664,0.007890927096723122
0005.HK,HK,2024-11-13,2024-11-18,3,REV_HIGH+EMA20,64.62364959716797,5,0.010630846348634204,0.015591845492841205,0.007087210906138175,0.007795662777138723,0.017009074130478696,0.0035434251962793706,0.02834864812567983,0.031892233945352455,0.0035434251962793706
0005.HK,HK,2025-03-12,2025-03-13,1,REV_HIGH,80.91252899169922,5,0.039696410317530795,0.042031459189354026,-0.00817275619637714,0.04845320298675193,0.05604215799266754,-0.00817275619637714,0.04378292613541812,0.05604215799266754,-0.00817275619637714
0005.HK,HK,2025-03-12,2025-03-13,1,REV_HIGH+EMA20,80.91252899169922,5,0.039696410317530795,0.042031459189354026,-0.00817275619637714,0.04845320298675193,0.05604215799266754,-0.00817275619637714,0.04378292613541812,0.05604215799266754,-0.00817275619637714
0005.HK,HK,2025-10-13,2025-10-15,2,REV_HIGH,99.41734313964844,6,-0.013526613423703648,-0.004831006107362867,-0.028985482050624345,-0.009661855768205108,-0.0009661904571567348,-0.028985482050624345,0.043478274215840385,0.06086960827168775,-0.028985482050624345
0005.HK,HK,2026-02-24,2026-02-25,1,REV_HIGH,138.0634307861328,7,-0.02102314015334672,0.03714082885337744,-0.02102314015334672,-0.08339169717482908,0.03714082885337744,-0.09250173970646225,-0.06797474614906407,0.03714082885337744,-0.10721785834191477
0005.HK,HK,2026-02-24,2026-02-25,1,PREV5_HIGH,138.0634307861328,7,-0.02102314015334672,0.03714082885337744,-0.02102314015334672,-0.08339169717482908,0.03714082885337744,-0.09250173970646225,-0.06797474614906407,0.03714082885337744,-0.10721785834191477
0005.HK,HK,2026-02-24,2026-02-25,1,REV_HIGH+EMA20,138.0634307861328,7,-0.02102314015334672,0.03714082885337744,-0.02102314015334672,-0.08339169717482908,0.03714082885337744,-0.09250173970646225,-0.06797474614906407,0.03714082885337744,-0.10721785834191477
0005.HK,HK,2026-02-24,2026-02-25,1,BOTH_HIGHS,138.0634307861328,7,-0.02102314015334672,0.03714082885337744,-0.02102314015334672,-0.08339169717482908,0.03714082885337744,-0.09250173970646225,-0.06797474614906407,0.03714082885337744,-0.10721785834191477
0005.HK,HK,2026-02-24,2026-02-25,1,BOTH_HIGHS+EMA20,138.0634307861328,7,-0.02102314015334672,0.03714082885337744,-0.02102314015334672,-0.08339169717482908,0.03714082885337744,-0.09250173970646225,-0.06797474614906407,0.03714082885337744,-0.10721785834191477
0005.HK,HK,2026-03-09,2026-03-10,1,REV_HIGH,131.484375,6,-0.0740756600935829,-0.002207436316321365,-0.0740756600935829,-0.056690990790255524,-0.002207436316321365,-0.09901901218690379,-0.06576130096925137,-0.002207436316321365,-0.10430997039917822
0005.HK,HK,2026-03-16,2026-03-18,2,REV_HIGH,127.11127471923828,5,-0.07036744910741899,-0.017200932646586287,-0.07349490439834927,-0.022673917809958977,-0.017200932646586287,-0.07349490439834927,0.018764665099588296,0.02501957547575273,-0.07349490439834927
0005.HK,HK,2026-06-11,2026-06-12,1,REV_HIGH,142.71153259277344,6,0.03641445081940131,0.038515312293264214,0.004201596144507214,0.03571412151493947,0.044117639001679976,0.004201596144507214,0.03361345436306751,0.05392149772882182,0.004201596144507214
0005.HK,HK,2026-06-11,2026-06-12,1,REV_HIGH+EMA20,142.71153259277344,6,0.03641445081940131,0.038515312293264214,0.004201596144507214,0.03571412151493947,0.044117639001679976,0.004201596144507214,0.03361345436306751,0.05392149772882182,0.004201596144507214
0016.HK,HK,2020-01-08,2020-01-09,1,REV_HIGH,87.54124450683594,5,0.025380492558700896,0.040608941917546604,-0.006768142266118549,0.032148716869820904,0.040608941917546604,-0.006768142266118549,-0.019458688470470165,0.04906918763817858,-0.022842795594157583
