symbol,market,status,delay,entry_price,stop,risk_pct,target_1R,target_2R,both_highs,us_high_quality,reversal_date,reversal_close,reversal_high,reversal_low,prev5_high,clv,body_frac,vol_ratio20,vol_expand,ema20_reclaim_on_day1,prev5_high_reclaim_on_day1,score
MTSI,US,CONFIRMED_ENTRY,2,274.79998779296875,244.86000061035156,0.1089519232627246,304.73997497558594,334.6799621582031,False,False,2026-09-03,259.95001220703125,260.17999267578125,244.86000061035156,286.17999267578125,0.9849882122805428,0.5900791923594463,0.7840283437848268,False,False,False,5
TER,US,CONFIRMED_ENTRY,2,372.05999755859375,325.8748291672664,0.12413365772829124,418.2451659499211,464.43033434124845,False,False,2026-09-03,338.4599914550781,341.4788209149473,325.8748291672664,372.5369018448744,0.8065347951547192,0.3670734377565941,0.7031877233340682,False,False,False,5
IE,US,CONFIRMED_ENTRY,1,11.039999961853027,9.640000343322754,0.12681156008765856,12.4399995803833,13.839999198913574,False,False,2026-09-04,9.989999771118164,10.069999694824219,9.640000343322754,11.831999778747559,0.8139533852162515,0.8139533852162515,0.7717535987265517,False,False,False,5
OKLO,US,CONFIRMED_ENTRY,3,43.310001373291016,37.7599983215332,0.12814599112851707,48.86000442504883,54.41000747680664,False,False,2026-09-02,39.52000045776367,39.720001220703125,37.7599983215332,46.20000076293945,0.8979589453545425,0.7551006903424075,0.680622302027516,False,False,False,5
LRCX,US,CONFIRMED_ENTRY,2,320.4200134277344,278.0400085449219,0.13226391332253856,362.8000183105469,405.1800231933594,False,False,2026-09-03,292.6600036621094,292.7799987792969,278.0400085449219,321.4100036621094,0.9918592132505176,0.6058343685300207,0.975736886390575,False,False,False,5
UMAC,US,CONFIRMED_ENTRY,3,25.979999542236328,22.290000915527344,0.1420322822065513,29.669998168945312,33.3599967956543,False,False,2026-09-02,23.549999237060547,23.899999618530273,22.290000915527344,26.829999923706055,0.7826082835862448,0.5900618763349971,0.5289134348792042,False,False,False,5
POET,US,CONFIRMED_ENTRY,3,8.3100004196167,7.019999980926514,0.15523470199171027,9.600000858306885,10.89000129699707,False,False,2026-09-02,7.289999961853027,7.300000190734863,7.019999980926514,8.420000076293945,0.9642849236124474,0.5714275982922431,0.5476048821647432,False,False,False,5
PDFS,US,CONFIRMED_ENTRY,2,47.84000015258789,40.2599983215332,0.15844485382269902,55.42000198364258,63.000003814697266,True,True,2026-09-03,43.459999084472656,43.5099983215332,40.2599983215332,46.58000183105469,0.9846156193659856,0.5599999060997596,1.028494738048086,False,False,False,5
UCTT,US,CONFIRMED_ENTRY,2,75.62000274658203,62.68000030517578,0.17111877772301626,88.56000518798828,101.50000762939453,False,False,2026-09-03,66.58999633789062,66.9000015258789,62.68000030517578,76.75,0.9265390762288384,0.4123216493950724,0.681760228302327,False,False,False,5
DOCN,US,CONFIRMED_ENTRY,2,126.69000244140625,101.7300033569336,0.19701632807226901,151.6500015258789,176.61000061035156,True,True,2026-09-03,109.4000015258789,110.83999633789062,101.7300033569336,123.99500274658203,0.8419323906152513,0.4171246958917647,0.8696471297499953,False,False,False,5
