symbol,group,event_date,gap_pct,ret60_pct,max_drawdown60_pct,pullback_from_60d_close_high_pct,dist_from_60d_high_pct,ema20_slope10_pct,higher_low_score,range10_pct,range20_pct,range10_vs20,range10_vs_prev20,atr10_vs40,vol10_vs40,up_days20_pct,ret_std10_pct,near_high_5,shallow_pullback_8,range_contract_075,range_vs_prior_075,volume_dry_080,volume_expand_110,atr_contract_080,atr_expand_110,trend_stack,higher_lows_2of2,ema20_gt_ema50,close_gt_ema20
DSGR,CONTROL,2026-01-22,0.0,0.06704813213149752,-13.169268788367393,1.679842617354711,5.20800064010354,3.0828517191561433,2,6.217257208602178,11.43275495498266,0.5438109391028759,0.7250815476465217,0.9392883687451953,0.9832846478416098,70.0,1.800459749273167,False,True,True,True,False,False,False,False,True,True,True,True
DSGR,CONTROL,2026-04-09,0.0,-8.761527648010503,-37.9498748547654,10.989717172443985,13.437497615814209,2.382764017152983,1,10.106172489117693,47.21345597324016,0.2140528008550298,0.16180085770044236,0.5296088344125185,0.7802947978489231,55.00000000000001,1.6441766275687566,False,False,True,True,True,False,True,False,False,False,False,True
DSGR,CONTROL,2026-06-16,0.0,6.1704603264133295,-3.74866524751577,1.7136720396788436,2.6520508549851907,0.7458323029920333,2,3.5055307830932803,5.722893404846463,0.6125451821494007,0.541318777022382,0.9206759702053504,0.7678898410605728,60.0,0.9754322197132604,True,True,True,True,True,False,False,False,True,True,True,True
ATAI,GAP,2026-04-20,24.689822177612243,1.5113395658872042,-23.340961273183613,7.7803131499907145,9.641251674008462,4.612609729946238,0,25.105188402838973,36.600303058117966,0.6859284296901642,0.8321670202912466,0.9039434648410536,0.9219989441713459,50.0,2.3219993608164495,False,True,True,False,False,False,False,False,True,False,True,True
ATAI,CONTROL,2025-10-24,0.0,38.36930156736484,-13.95348287045628,10.542633309257369,14.518518801088687,8.294482965334083,2,33.399210994696446,39.1752604686159,0.852558747412879,1.0212885872624267,1.4414946197716956,1.492283180986981,45.0,8.301350538816072,False,False,False,False,False,True,False,True,True,True,True,True
ATAI,CONTROL,2026-01-12,0.0,-31.386861726709135,-43.255810944780784,41.70542478059945,44.296296437581375,-4.265146690171473,1,15.109888364433521,29.670320169287656,0.5092593635060962,0.5550267343626549,0.9412010831367585,1.095008742253265,35.0,2.920818491547757,False,False,True,True,False,False,False,False,False,False,False,False
ATAI,CONTROL,2026-03-20,0.0,-19.399536465819477,-22.42562485855831,20.137297461502218,26.059318545117232,-1.0694355809738876,0,25.739640713088786,30.641331814099203,0.8400300897249195,0.8400300897249195,0.9598265909079511,1.3403186089499517,35.0,5.958236434944792,False,False,False,False,False,True,False,False,False,False,False,False
ATAI,GAP,2026-05-18,7.347449218028612,3.4793749500734217,-23.340961273183613,18.061228809332775,27.132491838382844,-1.4706520561205583,1,10.512816343238619,41.28205369601974,0.25465826919972795,0.19268991032109162,0.8177337497241612,0.7046733655561563,45.0,3.1962810750145314,False,False,True,True,True,False,False,False,False,False,True,False
ATAI,CONTROL,2025-11-21,0.0,-17.03056734460835,-43.255810944780784,41.08527031492692,43.70370441012913,-15.995286452821468,1,27.890969712437787,71.53083897082996,0.38991531643871297,0.44240844819485137,0.6902840477540508,0.75923755615593,25.0,2.6578227945169286,False,False,True,True,True,False,True,False,False,False,False,False
ATAI,CONTROL,2026-02-03,0.0,-10.829498859546193,-18.202241327617575,13.033706709345557,18.00847335626799,-0.2476695819494945,1,12.702703312246166,19.14285932268416,0.6635739780625953,0.3644218790060401,0.9086290578647354,0.9513068662292944,45.0,2.835236350350381,False,False,True,True,False,False,False,False,False,False,False,False
ATAI,CONTROL,2026-04-20,0.0,18.072288741323426,-23.340961273183613,0.0,11.070782362529844,6.896212423818637,1,54.558208708076286,68.7595727977335,0.7934634624413297,1.8084525495093928,1.2542999778805106,1.465007063741396,55.00000000000001,7.043062935576697,False,True,False,False,False,True,False,True,True,False,True,True
ATAI,GAP,2026-07-16,31.809699276782165,9.387755697839006,-22.857144942436513,5.467371051292203,7.105716616419711,11.051955762186495,2,20.964360670830917,50.652744017374296,0.41388400722456364,0.41588761744657643,1.306110856734526,1.1621864984779233,50.0,6.64097758962563,False,True,True,True,False,True,False,True,True,True,True,True
ATAI,CONTROL,2026-01-22,0.0,-36.17363082759998,-41.47909601791129,36.17363082759998,36.27608320295575,-4.276238986714221,0,16.857147216796875,34.857136862618574,0.4836067656169083,0.568148477017314,0.9086908836872477,1.15133874922876,40.0,2.995186158281805,False,False,True,True,False,True,False,False,False,False,False,True
ATAI,CONTROL,2026-03-27,0.0,-18.09291492292726,-23.340961273183613,23.340961273183616,23.86364018128915,-5.4190825793128505,0,18.07044089472174,30.16844911019487,0.5989847482287437,0.5897407137638472,0.7414844440227168,1.0985215422059607,30.0,2.65020588766603,False,False,True,True,False,False,True,False,False,False,False,False
ATAI,CONTROL,2026-06-16,0.0,22.123886087685563,-22.857144942436513,15.510208450819357,24.863889391784276,-5.164753869172145,1,30.245234616869787,36.23977918412253,0.8345866144273006,1.0723311646977225,1.1877549324950383,1.052193219663545,50.0,5.434969639834248,False,False,False,False,False,False,False,True,True,False,True,True
SON,GAP,2026-07-23,4.551224934835751,10.90945345135128,-10.422100416288217,3.9533230947463602,4.848169334319171,1.5038176454148289,1,7.6109517638228485,12.784591634005071,0.5953222427205944,0.37540601521004785,1.1360248884085544,0.9574915144658154,65.0,2.4657959643101823,True,True,True,True,False,False,False,True,True,False,True,True
