setup,score,clv,body_frac,vol_ratio20,ema20_reclaim,prev_high_reclaim,ret5_before,ret10_before,close,ret_fwd_1d,maxup_fwd_1d,maxdd_fwd_1d,ret_fwd_3d,maxup_fwd_3d,maxdd_fwd_3d,ret_fwd_5d,maxup_fwd_5d,maxdd_fwd_5d,ret_fwd_10d,maxup_fwd_10d,maxdd_fwd_10d,symbol,date
True,6,0.8123452929496896,0.48395002656157504,0.9642071737317055,True,False,0.017384841260654316,-0.016261176827290003,52.97360610961914,0.006128880174883777,0.014951356399431681,-0.009658604444380936,0.008171984255741505,0.022473827371893185,-0.009658604444380936,0.0011140865372532005,0.03640377891581892,-0.009658604444380936,0.12499984697602673,0.14524501803502554,-0.009658604444380936,ACA,2020-12-21
True,6,0.8888888888888888,0.8511115180121528,1.5358158044343377,False,False,-0.01787135944433149,-0.04657679234721046,60.066436767578125,0.05639323269268193,0.05803255155268916,-0.0008198960400607191,0.030983504694762853,0.06147523369776131,-0.0008198960400607191,0.07885250757396012,0.07918044649368827,-0.0008198960400607191,0.038196739551796366,0.08491788972992276,-0.0008198960400607191,ACA,2021-03-25
True,5,0.9144730072604702,0.6513154427431689,1.0616723637721541,False,False,-0.06277417826334497,-0.04265535399260956,48.54640197753906,-0.013029630018447036,0.0010175689568010515,-0.049267378994471644,-0.0877443040895014,0.017711757763355207,-0.09364823131336364,-0.05008161149783896,0.017711757763355207,-0.10728846349143528,-0.09609113456797769,0.017711757763355207,-0.114617248422196,ACA,2022-01-24
True,6,0.9809519657476874,0.43333278837717465,1.1983109325917916,False,False,-0.04074411447691695,-0.12133972811704152,45.373878479003906,0.0163363036162123,0.019385734877444882,-0.009148300287608158,-0.010672840954088825,0.022217520720253514,-0.018623134088795124,-0.039206977348335226,0.022217520720253514,-0.052711639319855896,-0.03789998562359542,0.022217520720253514,-0.0542364831796347,ACA,2022-01-28
True,5,0.9254665301905947,0.8509306910049012,0.9959203857089876,False,False,0.008689998279208355,-0.07288328530048549,45.9293098449707,-0.0025846145872793214,0.012061093604360806,-0.019384151724850862,-0.021968933296445448,0.012061093604360806,-0.048890854919324545,-0.02024560773741535,0.012061093604360806,-0.048890854919324545,-0.013758614655218993,0.012061093604360806,-0.06162605089804951,ACA,2022-06-30
True,5,0.9407421431276006,0.6222230385369598,0.5316805818777852,False,False,-0.018815456084822713,-0.019459177578677544,44.3565788269043,0.021210097068141254,0.03192676434256736,-0.0011163143790385854,0.051127852009290375,0.06083978980901095,-0.0011163143790385854,0.09131529571645092,0.09220828767566447,-0.0011163143790385854,0.14847076547769822,0.15181976182000234,-0.0011163143790385854,ACA,2022-07-14
True,6,0.8775501068504977,0.4183673866586746,1.1634092748930265,False,False,-0.0610536536073053,-0.08346671552495888,56.65639877319336,0.036007617760005495,0.036531980230648964,0.0015730597056431428,0.031812597986754065,0.040727160752208835,0.0015730597056431428,0.003146348992922654,0.04457266035536844,-0.00026214088332809915,0.00297155930780324,0.04457266035536844,-0.03862965194213486,ACA,2022-09-06
True,7,0.8644278571557354,0.5771147606941989,1.2596401028277635,True,False,0.007509327936609855,0.07942503497709597,62.5031623840332,-0.0379004870908326,0.002378624782761296,-0.04424361573278501,-0.10513811282375907,0.002378624782761296,-0.13653676810271675,-0.0864257417639207,0.002378624782761296,-0.13653676810271675,-0.062480237053435195,0.002378624782761296,-0.13653676810271675,ACA,2022-11-03
True,7,0.9756101191860748,0.8512202383721473,3.3801360544217687,True,False,-0.020908742885479725,-0.02524173851045608,58.99589920043945,0.05145453201694283,0.05565833240293072,-0.02059860403309488,0.030267459256362983,0.05952587552572641,-0.02059860403309488,0.012611619172863131,0.05952587552572641,-0.02059860403309488,0.02993122527993264,0.05952587552572641,-0.02059860403309488,ACA,2023-03-15
True,5,0.9642826326855902,0.369044645573813,0.9416355217074489,False,False,-0.03298776806546544,-0.019284072520937556,66.64952087402344,0.0017877980550571326,0.011470528127066837,-0.015194171883084473,-0.021897607180313527,0.011470528127066837,-0.023834221250752963,0.044391719397437246,0.04603034050112709,-0.026366431796816303,0.09012400116027153,0.09831679102355384,-0.026366431796816303,ACA,2023-05-25
True,5,0.7134381243167885,0.5039503939085558,0.9998616682805367,False,False,-0.01578599695085614,-0.01604922269681741,73.0912857055664,0.004485595895961092,0.014000302758777172,-0.007883626728227178,0.006252569747608128,0.014000302758777172,-0.007883626728227178,-0.022699476348197023,0.014000302758777172,-0.024466567271056228,-0.029495457359490995,0.014000302758777172,-0.050020314399184085,ACA,2023-09-22
True,5,0.8240721117845621,0.5370378219528321,0.892381400138805,False,False,-0.012927643898011598,-0.017871461960130564,85.88500213623047,-0.010083397004153505,0.0031293916017642864,-0.013096866392202644,0.011126647946068546,0.013097044521217516,-0.015994232270998388,0.0024341041433424415,0.014835588801401789,-0.015994232270998388,-0.004983779597603988,0.03650906733777015,-0.035349894173425156,ACA,2024-05-21
True,6,0.9777798122829827,0.9511108398437432,1.13634682251979,False,False,-0.020069563627743703,-0.031751463425069626,84.08329772949219,-0.013022270461591101,-0.005919174477360345,-0.018349660190338346,0.0028414024687128947,0.031253600867686915,-0.018349660190338346,0.002959540933163307,0.031253600867686915,-0.027228552241739257,-0.019059853736959176,0.031253600867686915,-0.027228552241739257,ACA,2024-06-10
True,5,0.7068069519506932,0.3507851102669518,0.9334963785156617,False,False,-0.10219698693050527,-0.10141115776478671,81.81114196777344,0.004991537001720614,0.014000520199715538,-0.00986116871132059,0.06854142672628849,0.07268074925324419,-0.02008756295219738,0.10567342618540265,0.11395198013560348,-0.02008756295219738,0.13245669416169692,0.16264906307780658,-0.02008756295219738,ACA,2024-09-09
True,5,0.9774589138754796,0.684426357655654,0.9421849847753146,False,False,0.0137932127476188,-0.06574617781717951,84.91866302490234,0.029439127353148686,0.033426975145852245,-0.005395414378860153,0.06521231514351755,0.07318792295907084,-0.005395414378860153,0.07072466643109676,0.10274431519232707,-0.005395414378860153,0.09734908506468609,0.12010298054579627,-0.005395414378860153,ACA,2024-09-11
True,6,0.8565211333948092,0.8478236351694691,1.1054479556008607,False,False,-0.05653103507437085,-0.07179230596051656,92.63639831542969,0.034100618034633046,0.038726266573508195,0.008605835079819935,0.044217700521115066,0.06461358905556502,0.008605835079819935,0.08436343223435805,0.09469581836022023,0.008605835079819935,0.056164624093582916,0.09738664141006481,0.008605835079819935,ACA,2025-01-13
True,5,0.7703337579989857,0.7703337579989857,0.6210919627878603,False,False,-0.04843247481353885,-0.02666677448863164,84.48331451416016,0.035427520570245896,0.03678554922603183,0.006920180895332972,0.01818610856271108,0.03678554922603183,0.006683994652051828,0.019485167920918922,0.03678554922603183,-0.0009447258059309682,0.06211616904911832,0.07002828678486916,-0.0009447258059309682,ACA,2025-05-23
True,5,0.9871574119959352,0.7376158758689811,0.9009659655141283,False,False,0.011650887668860133,-0.03026579634495974,86.6283187866211,0.013704906060981514,0.013704906060981514,-0.002418483344230782,0.0099044021747412,0.015087082069427105,-0.014626175799356989,-0.0013820014131783465,0.02176677361506174,-0.014626175799356989,0.03673840973136144,0.04111483355482881,-0.014741388696107749,ACA,2025-06-23
True,7,0.8684205997586899,0.5463662837945072,1.2521359407632429,True,False,-0.0017580135502435201,-0.0129582833650006,124.82229614257812,0.01400892919792951,0.041866723405748374,-0.0009606119230516352,-0.13960936164865234,0.041866723405748374,-0.15646017226864473,-0.1169549019516759,0.041866723405748374,-0.18660744830520415,-0.13352545623331213,0.041866723405748374,-0.18660744830520415,ACA,2026-02-24
True,6,0.9441189643025968,0.5805122524853902,1.4742607504971799,False,False,-0.1169549019516759,-0.11850730719952096,110.22371673583984,0.020397109676911995,0.023841991451035716,-0.008838668513226788,-0.007433598230472072,0.023841991451035716,-0.02923578136319016,-0.01876524122976264,0.023841991451035716,-0.05217112747085695,-0.04596136439319254,0.023841991451035716,-0.05217112747085695,ACA,2026-03-03
True,5,0.9740398715865404,0.5584598311600808,1.0771526445465678,False,False,0.0019330256644709554,-0.001375423388917274,145.1300048828125,-0.00013783691716329205,-0.00013783691716329205,-0.004582157531510034,0.0012402168381830947,0.002273836008764407,-0.004582157531510034,-0.0017915645068361519,0.0028249733998930715,-0.004582157531510034,0.0013091878661457557,0.005856754744912429,-0.004582157531510034,ACA,2026-07-22
True,5,1.0,0.6666654556551823,0.5265753473789292,False,False,-0.05136983486250213,-0.03735862063955009,40.94116973876953,0.006317457602071919,0.007219970698409295,-0.008122958511333822,-0.016245636377493988,0.007219970698409295,-0.023465879433256176,0.018050344738523627,0.02617303154517292,-0.023465879433256176,-0.009025684832268954,0.02978324193750126,-0.03790634123990577,AMCR,2019-07-11
True,5,0.9714290073939743,0.5428575788225473,1.069604547675646,False,False,-0.006243405703160176,-0.024514563233207,35.72473907470703,-0.006282951056409192,0.0010468581163236568,-0.011518551862340742,-0.03350796890473129,0.0010468581163236568,-0.03874357020017927,-0.024083969441195396,0.0010468581163236568,-0.03874357020017927,0.004188456070490343,0.01780084761486167,-0.03874357020017927,AMCR,2019-10-03
True,6,0.8611113465858495,0.6666659602424441,1.2472425605861877,False,False,-0.03439380269235137,-0.020069907384169583,44.386619567871094,0.0017809865271372072,0.008014263268257604,-0.014247536432345331,-0.023152223255251125,0.008014263268257604,-0.03294740186746925,-0.015137912796890585,0.008014263268257604,-0.03294740186746925,-0.01959007831596693,0.008014263268257604,-0.050756606685180894,AMCR,2021-01-20
True,6,0.8571451926692459,0.8571451926692459,1.1468035774995349,False,False,-0.009360506800458301,-0.020775358680942824,47.516204833984375,0.00848886102924129,0.009337744401972436,-0.0008490503677507366,0.009338004034653569,0.014431370346860373,-0.005093313404566535,0.013582434549274325,0.016129146674026762,-0.005093313404566535,0.02461808233853202,0.04244506171803941,-0.005093313404566535,AMCR,2021-05-26
True,6,0.8333333333333334,0.3999989827473952,1.883844972505243,False,False,-0.036378235937899794,-0.01650152918491732,49.02444839477539,-0.010905993985899642,-0.0025167319569505686,-0.03439595326895328,-0.010067179111486468,0.014261691152024358,-0.03439595326895328,0.007550267615404227,0.014261691152024358,-0.03439595326895328,-0.03607386395247547,0.02768445635459882,-0.039429556575270475,AMCR,2022-01-24
True,5,0.9047632887800617,0.4285724665850443,0.6168862131445938,False,False,-0.043220437497753283,-0.03263755646842614,46.90719985961914,-0.04428687943121101,-0.007971566357839577,-0.04428687943121101,-0.01771480056709096,-0.004428567784225179,-0.05580149720331329,-0.03454365372874968,-0.004428567784225179,-0.05580149720331329,0.03365803162069425,0.03542955127314773,-0.05580149720331329,AMCR,2022-03-04
True,6,0.8648648927297043,0.7567563945138496,1.5912455450973224,False,False,-0.0009033438364171031,0.028837343797302184,46.85253143310547,-0.01989161471440981,0.014466386439455192,-0.01989161471440981,0.012658329879800867,0.016274980568603548,-0.01989161471440981,-0.015370811692779207,0.016274980568603548,-0.01989161471440981,0.04339954616918429,0.05877022225957518,-0.01989161471440981,AMCR,2022-10-13
True,5,0.9565224602442705,0.5217404284396925,0.7323911003010722,False,False,-0.05818773323779158,-0.051882689719971564,48.4937858581543,0.010591192583907505,0.013239056704909657,-0.00264799334513921,0.01588690687130745,0.01588690687130745,-0.00264799334513921,0.007943532099284445,0.01588697248491422,-0.00264799334513921,0.0,0.015886984765049128,-0.02294805073827455,AMCR,2023-02-10
True,5,0.9130446320468375,0.5652198430995279,0.6204315892217526,False,False,-0.005530005888326861,-0.03746666144479949,46.68938064575195,-0.00834105365640192,-0.0018535935055834507,-0.01946243411723736,0.01853572018297389,0.025023180473280116,-0.01946243411723736,0.004633909619807142,0.025023180473280116,-0.01946243411723736,0.03243744904239532,0.03707136930676169,-0.01946243411723736,AMCR,2023-03-16
True,5,0.9655151548634752,0.6206877500927348,1.0948642970602422,False,False,-0.00907454867252111,-0.02412875687284477,47.25189971923828,0.004578744376474209,0.007326025118753243,-0.0036629581178597714,0.0,0.015567862048382342,-0.011904720317707063,-0.0650183154618924,0.015567862048382342,-0.10347970740528645,-0.051282001601381855,0.015567862048382342,-0.10347970740528645,AMCR,2023-04-27
True,5,0.9583339956067438,0.6249996026359537,0.6780211599630039,False,False,-0.016881709790044108,-0.02559038950764625,43.357547760009766,0.00808073538431242,0.011110991864676123,-0.006060692717801297,-0.01414139690043592,0.024242487496831888,-0.0191919021182253,0.004040323701000492,0.024242487496831888,-0.026262718907593352,0.0030302867669060873,0.024242487496831888,-0.05050513460903738,AMCR,2023-06-29
True,6,0.8636382552244074,0.5000034679114136,1.4013423933786908,False,False,0.0020387844966074375,-0.03152698757403394,43.05097579956055,0.011190233887478307,0.022380452169645793,-0.003051897386813107,0.0040690954055870865,0.022380452169645793,-0.04374365018474358,0.015259417901910988,0.022380452169645793,-0.04374365018474358,0.01220755204329782,0.022380452169645793,-0.04374365018474358,AMCR,2023-07-06
True,6,0.9117638479058447,0.38235142321803184,1.3783628670714685,False,False,-0.027054139524231857,-0.01621068462654962,42.525428771972656,0.016477801062919628,0.016477801062919628,0.003089589014558136,0.027806418243048414,0.031925819861217564,0.003089589014558136,0.0175076916618242,0.031925819861217564,0.003089589014558136,0.041194637213165075,0.04222448762420172,0.003089589014558136,AMCR,2023-07-10
True,6,0.812502682211573,0.5000023841880638,1.0609043682641528,True,False,-0.008230338471033383,-0.010266755184738852,43.35218048095703,0.010373254852781288,0.010373254852781288,-0.010373628905415266,0.013485398495703294,0.01867213456483019,-0.010373628905415266,0.020746861678378803,0.025933583456070775,-0.010373628905415266,-0.017634806028660743,0.029045426683415698,-0.02904557951568376,AMCR,2024-01-04
True,5,0.9230778259670321,0.5384610870164959,0.49406637480999344,False,False,-0.03154580071579194,-0.00754313589689537,41.99271774291992,-0.006514543466429656,0.005428980973443798,-0.008686063241617914,-0.010857784408427218,0.018458251662701652,-0.016286666033889508,-0.032573353225281765,0.018458251662701652,-0.03365911293525148,-0.02605853723322349,0.018458251662701652,-0.0445169243857757,AMCR,2024-04-05
True,5,0.8823505652468522,0.6470561836076175,0.7726841532471614,False,False,-0.022380607986569934,0.007566093569953081,46.49095153808594,0.0,0.003972209910636959,-0.007944344057671304,-0.012909478733805768,0.003972209910636959,-0.022839966722874805,-0.033763441424877194,0.003972209910636959,-0.04170786250746317,0.013902723846514586,0.027805421022731425,-0.04170786250746317,AMCR,2024-05-21
True,6,0.8571413001224317,0.8571413001224317,1.2100606347295089,False,False,0.0018115260928734944,-0.02123893638940899,51.636844635009766,0.006329134964538685,0.016274871555487458,0.0018083393339376475,-0.07775772222357247,0.016274871555487458,-0.08408680830184145,-0.07775772222357247,0.016274871555487458,-0.08408680830184145,-0.08589518146369368,0.016274871555487458,-0.09041597687582359,AMCR,2024-10-30
True,6,0.915492170743554,0.7887315014205716,1.5728084665565416,False,False,-0.0795919115826319,-0.06041674466575475,43.175872802734375,0.0,0.001108715154092721,-0.032150709474507266,0.05764966740576494,0.058758297921526204,-0.032150709474507266,0.02549889135254979,0.06097559321901924,-0.032150709474507266,0.07095343680709543,0.07427943051144714,-0.032150709474507266,AMCR,2025-04-09
True,5,0.8888865341414803,0.38888653414148033,0.8109846077217867,False,False,-0.003296676915817809,-0.004390801520106513,44.02912139892578,0.012127912306131527,0.020948148360312224,0.0033075921351435333,0.01543549324768656,0.027563370681416455,-0.006615242944765676,0.013230410406542381,0.027563370681416455,-0.006615242944765676,0.08269021666145382,0.09040795915766586,-0.006615242944765676,AMCR,2025-06-23
True,5,0.8461506860570245,0.6153796495181846,0.6805172397677662,False,False,-0.0070012024906612735,-0.14386330267077052,41.310672760009766,0.004700376615575541,0.008225676955773142,-0.0011750641833461195,-0.01057570887251258,0.02115164095907973,-0.014100919904239007,-0.018801321778925684,0.02115164095907973,-0.02820206353889687,-0.02115141774502516,0.02115164095907973,-0.041128030613491906,AMCR,2025-08-27
True,6,0.9583339956067417,0.41666640175730213,1.7362298354576036,False,False,-0.029484080955697767,-0.03067495073632054,38.349510192871094,-0.005063316825645869,-0.001265809865688694,-0.016455741130903867,0.021518947301198965,0.029113961259262355,-0.018987273724811904,0.059493624549815216,0.0860760351528691,-0.018987273724811904,0.07341779555627359,0.10759493686345412,-0.018987273724811904,AMCR,2025-10-31
True,6,0.9292932212043291,0.6212120336387031,1.2132415091546114,False,False,-0.025831181371340772,-0.05272317571874574,37.46588897705078,0.010763982292649521,0.017327384775069232,-0.024415859019103814,0.022578114165941576,0.03360458212847606,-0.024415859019103814,0.047619610041604865,0.050822494990051315,-0.024415859019103814,0.004647171529929661,0.051890157245492396,-0.024415859019103814,AMCR,2026-05-20
True,5,0.8888883656092231,0.5802454600256197,0.828565981371659,False,False,-0.033538565285170296,-0.010647580912488519,45.529998779296875,0.007248008783271587,0.0177904984627264,0.003514163226485012,0.05007693070773578,0.06039973805688881,0.003514163226485012,0.052163410140040334,0.07489567183917178,0.003514163226485012,,,,AMCR,2026-08-17
True,5,0.7557407599130345,0.37995811001298113,0.2586815247042963,False,False,-0.09486511525681396,-0.05454548922452063,20.799999237060547,0.03173076305869049,0.03461544457272181,-0.03701916243550085,0.024038462420187034,0.03461544457272181,-0.03701916243550085,-0.0038461503192516178,0.03461544457272181,-0.04615380383101986,0.023076993614966845,0.07956734362262363,-0.04615380383101986,APGE,2023-09-26
True,5,0.9328357146720642,0.5447764274510138,0.7304315625433954,False,False,-0.07511740715219883,-0.21160578242466477,15.760000228881836,0.05774110623072448,0.08470806250536289,-0.010786806714786823,0.13769035817126407,0.14263954052262573,-0.010786806714786823,0.21065987605380698,0.2246192231451427,-0.010786806714786823,-0.03743655736163343,0.2246192231451427,-0.09961932904171833,APGE,2023-10-27
True,8,0.9092461335366097,0.7671231892435991,1.4627227480207339,True,True,0.08651029017430156,-0.10218096378263897,44.459999084472656,-0.0011245892507903976,0.010571327718881252,-0.03846151866138614,0.01889339113552202,0.04565907862789653,-0.03846151866138614,0.12550611664325162,0.13000455944707312,-0.03846151866138614,0.06635179540455094,0.1617184568030572,-0.03846151866138614,APGE,2024-08-12
True,6,0.8617244273747074,0.39278708475970453,0.8633534928565167,True,False,-0.003923159725619074,-0.0022750113573047903,48.2400016784668,-0.020522422139730323,0.01575452518842768,-0.03606968528036958,0.02632662932997576,0.04177030098545553,-0.03606968528036958,0.019693136716167237,0.07172468831022272,-0.03606968528036958,0.0976367935446214,0.14013263031354128,-0.03606968528036958,APGE,2024-09-05
True,5,0.9285717066107178,0.8265304533653042,0.8853761096402429,False,False,-0.18884042379259003,-0.20192143202777624,46.52000045776367,-0.03181426327757764,0.0038693100473894404,-0.0462167133431336,-0.06577818880438846,0.0038693100473894404,-0.08985383198718744,-0.055030123561913724,0.0038693100473894404,-0.08985383198718744,0.11822871766722254,0.1525150720311106,-0.08985383198718744,APGE,2024-11-19
True,5,0.951742588960092,0.9061646679580035,0.8695154957496283,False,False,-0.14105980093797432,-0.11954364412961416,35.5,0.0214084034234705,0.031549265686894756,-0.007887289557658494,-0.016056329431668126,0.05408445546324825,-0.024788762482119253,-0.043661950339733746,0.05408445546324825,-0.085633828606404,-0.139999980657873,0.05408445546324825,-0.14169016018719738,APGE,2025-02-12
True,6,0.9841793094836736,0.6492091735863977,1.2292728447347643,False,False,-0.09001443622803162,-0.13292879234948018,31.440000534057617,-0.001590367161572237,0.11959288056655049,-0.01463107455494439,-0.0003180734323144918,0.11959288056655049,-0.07442748450506764,0.14949105520846007,0.1863867240286794,-0.07442748450506764,0.2703561688379643,0.3317429459496597,-0.07442748450506764,APGE,2025-02-28
True,5,0.8990235865116267,0.7719879420762393,0.9166210731235607,False,False,-0.05754852002288435,-0.06453998230184166,37.83000183105469,-0.07507269402922767,-0.028813113926235867,-0.11234469453583718,-0.14618034169521388,-0.028813113926235867,-0.21649489941824607,-0.159397364581783,-0.028813113926235867,-0.3074279805762038,-0.15305314922756164,-0.028813113926235867,-0.3074279805762038,APGE,2025-04-02
True,6,0.8120571501232337,0.6312062110132035,0.7441185615089646,True,False,-0.03545916741314392,0.020512878593267336,37.810001373291016,-0.013752987010759554,0.043374750861737255,-0.023803266151549707,0.051044703387372437,0.07656705508105843,-0.023803266151549707,0.07484786864769943,0.08225328438763824,-0.023803266151549707,0.06744245290776063,0.11623909807282629,-0.023803266151549707,APGE,2025-05-08
True,5,0.8468277910313706,0.48796575620326577,0.6664954631056326,False,False,-0.062095542880405974,-0.05432866207601095,37.685001373291016,-0.027729917621370115,-0.012869857839392429,-0.05240817876732595,-0.016054120212003475,0.02029983711744343,-0.05439838070991121,-0.0009287474097563475,0.023484099490054477,-0.056388481426620785,0.11078676091065631,0.16518504039469173,-0.056388481426620785,APGE,2025-05-29
True,6,0.8360000610351562,0.58800048828125,1.73730827055955,False,False,-0.0009287474097563475,-0.06296661921555469,37.650001525878906,0.08844615886850704,0.12881801534024961,0.019654656939678716,0.11606902403127473,0.12881801534024961,0.019654656939678716,0.11181936026161621,0.16626820897285666,0.019654656939678716,0.11447536212266152,0.18592296723251178,0.019654656939678716,APGE,2025-06-05
True,6,0.911347508136669,0.5567375406833449,0.9838621368052785,True,False,0.029842605965995972,-0.011972907506395236,37.959999084472656,0.004478450678153889,0.0155426808961443,-0.01733406116740588,-0.011591112679688265,0.0221285609285351,-0.026606911114134824,0.049262454996921834,0.055848335029312635,-0.029241323422623644,0.048998963519795824,0.0771338639206205,-0.029241323422623644,APGE,2025-09-22
True,7,0.9330828073293956,0.369462577138855,1.1650232744381601,True,False,0.0024573518126769223,0.002068567101044083,77.51000213623047,0.009547127381946519,0.03496321777555367,-0.05986323392809667,-0.0003870310730239579,0.0365113420676495,-0.05986323392809667,0.00180621062817643,0.0365113420676495,-0.05986323392809667,0.05844405437294431,0.09095594411121688,-0.05986323392809667,APGE,2026-01-05
True,6,0.8888888888888888,0.4166673289411291,1.5110272032952887,False,False,-0.13135866045908395,-0.15950153193971306,13.489999771118164,-0.036323186021636866,0.0022239204710543525,-0.04002964944515097,-0.06968121544344441,0.0022239204710543525,-0.08450699844259113,-0.07857668524293249,0.0022239204710543525,-0.08450699844259113,0.08673091891364537,0.08821353256101494,-0.1015567019127922,ATAI,2021-10-05
True,5,0.8775511991475323,0.40816364264479055,1.0567603444710527,False,False,-0.07295077078382728,-0.23838382969136784,11.3100004196167,-0.010610153384721599,0.02033594462449395,-0.0389036708870899,-0.02917779532598419,0.02033594462449395,-0.07427056776505037,-0.015030952253466512,0.053934538819223166,-0.07427056776505037,-0.04509285676039965,0.053934538819223166,-0.09372240320859537,ATAI,2021-11-24
True,5,0.8421054612896183,0.5,0.8688618486924661,False,False,-0.06083653188916349,-0.20578774536128275,4.940000057220459,0.07894734047939123,0.08502025737430108,-0.006072916894909852,0.07692309919824747,0.1477732815015853,-0.006072916894909852,0.038461549599123845,0.1477732815015853,-0.008097158176053498,0.12145746916654176,0.24291493833308353,-0.008097158176053498,ATAI,2022-01-28
True,5,0.9531254074537114,0.7656255471521267,0.6690148162001538,False,False,-0.1314102123239791,-0.059027801923176915,5.420000076293945,0.02029522730000033,0.025830233305333072,-0.010147657638667207,0.07011072123466677,0.10516599387466607,-0.010147657638667207,0.025830233305333072,0.10516599387466607,-0.010147657638667207,-0.011070099987999904,0.10516599387466607,-0.10885611518133365,ATAI,2022-02-24
True,6,0.951219540561412,0.6829264321402321,1.4686371756593002,False,False,-0.07847080139827467,-0.10371823795703927,4.579999923706055,-0.03930127321770138,0.0480349936012201,-0.06331877001831143,-0.12445408391251345,0.0480349936012201,-0.13209607623397757,-0.2707423646709053,0.0480349936012201,-0.27292576873855534,-0.11790392376602243,0.0480349936012201,-0.3340611346892167,ATAI,2022-05-02
